"ESTRATO","DEPARTAMENTO","SEXO","EDAD","ESTADO_CIVIL","EDUCACION","FORMAL","HORAS_TRAB_SEM","BUSC_TRAB","TRAB_VEN","INGRESO_D_P","INGRESO_E_P","INGRESO_D_S","INGRESO_E_S","REMESAS_V","REMESAS_O"
3,"ANCASH",1,41,2,10,NA,42,1,1,NA,NA,NA,NA,NA,NA
3,"ANCASH",2,18,2,5,2,20,1,2,200,0,NA,NA,1,NA
3,"ANCASH",1,34,2,10,2,28,1,1,140,30,NA,NA,NA,NA
3,"ANCASH",2,32,2,10,2,28,1,1,140,30,NA,NA,NA,NA
3,"ANCASH",1,29,1,8,NA,10,2,1,NA,NA,NA,NA,NA,NA
3,"ANCASH",1,59,2,9,NA,84,1,1,NA,NA,NA,NA,NA,NA
3,"ANCASH",2,57,2,8,NA,5,1,1,NA,NA,NA,NA,NA,NA
3,"ANCASH",2,32,1,10,2,3,1,1,60,0,NA,NA,NA,NA
3,"ANCASH",1,42,1,9,NA,56,2,1,NA,NA,NA,NA,NA,NA
3,"ANCASH",1,29,1,8,2,72,1,1,240,0,NA,NA,NA,NA
3,"ANCASH",1,22,6,3,2,90,1,1,520,120,NA,NA,3,NA
3,"ANCASH",2,43,5,6,2,104,1,1,175,0,120,0,1,NA
3,"ANCASH",1,34,1,5,1,90,1,1,600,0,NA,NA,NA,NA
3,"ANCASH",2,30,1,8,NA,3,1,1,NA,NA,NA,NA,NA,NA
3,"ANCASH",1,50,1,6,2,72,1,1,340,0,NA,NA,NA,NA
3,"ANCASH",2,43,1,10,2,72,2,1,620,0,NA,NA,NA,NA
3,"ANCASH",1,16,6,4,2,24,1,2,50,16,NA,NA,NA,NA
3,"ANCASH",1,32,1,5,2,60,2,1,240,0,NA,NA,1,NA
3,"ANCASH",1,14,6,3,2,21,1,2,20,9,NA,NA,NA,NA
3,"ANCASH",1,43,2,5,NA,8,1,1,NA,NA,NA,NA,1,NA
3,"ANCASH",2,37,5,8,NA,12,1,1,NA,NA,1200,0,NA,NA
3,"ANCASH",1,22,1,9,2,60,1,2,300,48,NA,NA,1,NA
3,"ANCASH",1,33,1,9,2,56,2,1,400,70,NA,NA,1,NA
3,"ANCASH",1,26,6,8,2,36,1,1,40,8,NA,NA,1,NA
1,"ANCASH",1,35,1,4,2,18,1,1,70,0,NA,NA,NA,NA
1,"ANCASH",2,41,1,5,2,48,2,1,150,48,NA,NA,NA,NA
1,"ANCASH",1,30,5,6,2,56,1,1,720,106,NA,NA,3,NA
1,"ANCASH",2,28,6,6,1,55,2,1,1400,0,400,0,1,NA
1,"ANCASH",1,35,1,5,NA,49,1,1,NA,NA,NA,NA,NA,NA
1,"ANCASH",2,32,2,10,2,60,2,1,300,42,NA,NA,NA,NA
1,"ANCASH",1,31,2,6,NA,30,1,1,NA,NA,NA,NA,NA,NA
1,"ANCASH",2,28,1,9,2,64,2,1,250,0,NA,NA,NA,NA
1,"ANCASH",1,28,1,9,2,48,2,1,300,0,NA,NA,NA,NA
1,"ANCASH",1,53,2,8,NA,84,2,1,NA,NA,NA,NA,NA,NA
1,"ANCASH",2,25,6,10,2,54,2,2,210,0,NA,NA,NA,NA
1,"ANCASH",2,22,6,10,2,48,2,2,180,0,NA,NA,NA,NA
1,"ANCASH",2,20,6,9,2,72,2,2,200,0,NA,NA,NA,NA
1,"ANCASH",2,44,5,6,2,48,2,1,180,42,NA,NA,1,NA
1,"ANCASH",2,20,6,6,2,54,2,2,180,49,NA,NA,NA,NA
3,"ANCASH",1,24,1,6,2,77,1,1,530,0,NA,NA,NA,NA
3,"ANCASH",2,22,1,5,2,6,2,2,55,20,NA,NA,NA,NA
3,"ANCASH",1,26,1,5,2,72,2,1,330,42,NA,NA,NA,NA
3,"ANCASH",1,33,3,5,2,72,2,1,460,0,NA,NA,NA,NA
3,"ANCASH",1,25,1,6,2,66,2,2,468,0,NA,NA,NA,NA
3,"ANCASH",1,33,5,5,2,72,2,1,460,0,NA,NA,NA,NA
3,"ANCASH",1,23,5,5,2,72,2,1,460,0,NA,NA,NA,NA
3,"ANCASH",2,32,1,6,2,48,2,1,930,0,NA,NA,NA,NA
3,"ANCASH",1,27,1,5,NA,30,1,1,NA,NA,NA,NA,1,NA
3,"ANCASH",2,33,1,3,NA,24,2,2,NA,NA,NA,NA,1,NA
3,"ANCASH",1,17,6,5,NA,78,2,2,NA,NA,NA,NA,2,NA
4,"ANCASH",1,24,1,5,NA,20,1,1,NA,NA,NA,NA,1,NA
4,"ANCASH",2,21,1,6,NA,4,1,2,NA,NA,NA,NA,1,NA
4,"ANCASH",1,48,1,5,NA,67,2,1,NA,NA,1000,0,3,NA
4,"ANCASH",2,31,5,6,2,48,2,2,800,0,NA,NA,NA,NA
4,"ANCASH",2,26,5,6,2,25,2,1,400,50,NA,NA,1,NA
4,"ANCASH",1,24,6,5,2,84,2,2,300,49,NA,NA,1,NA
5,"ANCASH",1,31,1,3,NA,18,1,1,NA,NA,NA,NA,NA,NA
5,"ANCASH",1,58,2,6,2,84,2,1,400,0,NA,NA,NA,NA
5,"ANCASH",2,51,2,11,1,18,2,1,400,0,NA,NA,NA,NA
5,"ANCASH",1,22,1,4,2,48,2,1,250,0,NA,NA,1,NA
5,"ANCASH",2,28,1,4,NA,5,2,1,NA,NA,NA,NA,1,NA
4,"ANCASH",2,38,1,4,2,36,1,2,400,0,NA,NA,1,2
4,"ANCASH",1,39,1,3,NA,50,1,1,NA,NA,NA,NA,1,NA
4,"ANCASH",1,26,1,9,NA,66,2,1,NA,NA,NA,NA,1,NA
3,"ANCASH",1,47,2,6,2,42,2,1,350,0,NA,NA,NA,NA
3,"ANCASH",2,53,2,NA,2,3,1,1,300,0,NA,NA,NA,NA
3,"ANCASH",2,15,6,NA,2,63,2,2,200,0,NA,NA,NA,NA
3,"ANCASH",2,41,5,6,2,78,2,1,186,48,250,0,NA,NA
3,"ANCASH",2,22,1,5,NA,30,2,2,NA,NA,NA,NA,NA,NA
4,"ANCASH",2,27,6,6,2,50,1,2,150,0,NA,NA,1,NA
4,"ANCASH",1,22,1,6,2,25,2,1,60,0,NA,NA,NA,NA
4,"ANCASH",1,28,1,5,NA,16,1,1,NA,NA,NA,NA,NA,NA
4,"ANCASH",1,24,1,6,NA,24,1,2,NA,NA,NA,NA,NA,NA
4,"ANCASH",1,35,5,5,2,19,1,1,130,0,NA,NA,NA,NA
4,"ANCASH",2,20,6,NA,2,39,2,2,300,24,NA,NA,NA,NA
4,"ANCASH",1,17,6,5,2,78,2,2,180,42,NA,NA,NA,NA
4,"ANCASH",1,15,6,NA,2,63,2,2,140,42,NA,NA,NA,NA
5,"ANCASH",1,21,2,9,2,30,1,2,20,5,NA,NA,NA,NA
4,"ANCASH",2,21,1,6,NA,28,2,1,NA,NA,NA,NA,NA,NA
4,"ANCASH",2,41,5,11,2,72,2,1,100,0,NA,NA,NA,NA
5,"ANCASH",1,27,1,6,NA,78,2,1,NA,NA,NA,NA,1,NA
5,"ANCASH",2,27,1,6,2,9,1,1,30,6,NA,NA,1,NA
5,"ANCASH",1,28,1,9,2,72,1,1,300,42,NA,NA,NA,NA
5,"ANCASH",1,25,1,6,2,63,1,2,60,0,NA,NA,NA,NA
5,"ANCASH",2,21,1,9,2,27,1,2,90,0,NA,NA,NA,NA
5,"ANCASH",1,39,1,5,2,48,2,1,280,32,NA,NA,NA,NA
5,"ANCASH",1,31,1,9,2,50,2,2,60,0,40,0,1,NA
5,"ANCASH",2,25,1,10,2,42,2,2,210,0,NA,NA,NA,NA
5,"ANCASH",1,35,1,3,2,30,1,1,240,0,NA,NA,NA,NA
5,"ANCASH",2,38,1,5,2,42,1,1,222,0,NA,NA,NA,NA
5,"ANCASH",2,42,1,5,2,42,2,1,222,0,NA,NA,NA,NA
5,"ANCASH",1,35,1,5,2,30,1,1,240,0,NA,NA,NA,NA
5,"ANCASH",1,52,1,NA,NA,18,2,1,NA,NA,NA,NA,NA,NA
5,"ANCASH",2,40,1,5,1,60,2,1,250,0,NA,NA,NA,NA
5,"ANCASH",1,25,6,5,NA,70,2,1,NA,NA,NA,NA,NA,NA
5,"ANCASH",2,19,6,NA,NA,84,2,2,NA,NA,NA,NA,NA,NA
5,"ANCASH",1,28,6,5,2,72,2,1,350,0,NA,NA,NA,NA
4,"ANCASH",1,56,1,10,NA,12,1,1,NA,NA,NA,NA,1,NA
4,"ANCASH",1,16,6,NA,2,8,2,2,40,11,NA,NA,NA,NA
4,"ANCASH",1,43,6,4,2,41,1,2,40,0,30,18,1,NA
4,"ANCASH",1,18,6,6,NA,60,2,1,NA,NA,NA,NA,NA,NA
3,"AREQUIPA",2,55,5,8,2,84,2,1,35,0,NA,NA,2,NA
3,"AREQUIPA",1,37,1,10,1,49,1,1,1200,0,NA,NA,2,NA
3,"AREQUIPA",2,22,1,6,2,52,2,1,500,0,NA,NA,3,NA
3,"AREQUIPA",1,34,2,9,2,77,2,1,850,0,NA,NA,NA,NA
3,"AREQUIPA",2,39,2,5,2,21,2,1,400,0,NA,NA,1,NA
3,"AREQUIPA",2,39,5,10,2,48,2,1,300,0,NA,NA,1,NA
3,"AREQUIPA",1,17,6,NA,2,36,2,2,40,10,NA,NA,NA,NA
1,"AREQUIPA",1,29,1,10,NA,82,2,1,NA,NA,NA,NA,3,NA
1,"AREQUIPA",2,25,1,10,1,95,2,1,1200,0,400,0,2,NA
1,"AREQUIPA",1,18,6,6,2,48,2,2,1100,0,NA,NA,NA,NA
2,"AREQUIPA",1,31,1,9,2,26,2,1,1600,0,NA,NA,NA,NA
2,"AREQUIPA",2,30,1,10,2,36,2,1,1200,0,NA,NA,NA,NA
2,"AREQUIPA",2,31,2,10,2,82,1,1,315,0,NA,NA,1,NA
2,"AREQUIPA",1,33,2,9,2,99,2,1,465,0,NA,NA,3,NA
2,"AREQUIPA",1,26,1,6,2,83,2,1,500,0,NA,NA,1,NA
2,"AREQUIPA",1,35,6,10,NA,72,2,1,NA,NA,NA,NA,3,NA
2,"AREQUIPA",1,15,6,4,NA,57,NA,2,NA,NA,NA,NA,NA,NA
2,"AREQUIPA",2,29,1,10,2,54,2,1,30,7,NA,NA,1,NA
2,"AREQUIPA",2,41,5,10,1,48,1,1,965,0,NA,NA,1,NA
2,"AREQUIPA",1,53,6,10,NA,13,2,1,NA,NA,300,0,1,NA
3,"AREQUIPA",2,35,6,10,2,72,2,1,550,96,NA,NA,NA,NA
3,"AREQUIPA",1,33,1,6,NA,62,2,1,NA,NA,NA,NA,1,NA
3,"AREQUIPA",1,33,1,6,2,72,1,1,1000,0,NA,NA,1,NA
3,"AREQUIPA",2,30,1,6,NA,14,NA,1,NA,NA,NA,NA,1,NA
3,"AREQUIPA",1,29,6,8,2,60,2,1,750,0,NA,NA,2,NA
3,"AREQUIPA",1,44,2,7,1,37,2,1,250,0,NA,NA,1,NA
3,"AREQUIPA",2,40,2,8,NA,36,2,2,NA,NA,NA,NA,1,NA
3,"AREQUIPA",1,18,6,NA,NA,25,NA,2,NA,NA,NA,NA,NA,NA
3,"AREQUIPA",1,16,6,NA,2,20,2,2,60,0,NA,NA,NA,NA
3,"AREQUIPA",1,25,6,9,NA,48,2,2,NA,NA,NA,NA,3,NA
3,"AREQUIPA",1,25,1,10,2,60,2,1,300,0,NA,NA,NA,NA
3,"AREQUIPA",2,19,1,6,1,60,2,1,600,0,NA,NA,NA,NA
2,"AREQUIPA",1,27,1,8,1,78,2,1,1000,0,500,0,1,NA
2,"AREQUIPA",2,27,1,6,2,66,2,1,930,0,NA,NA,2,NA
2,"AREQUIPA",1,32,1,8,NA,48,1,1,NA,NA,NA,NA,1,NA
4,"AREQUIPA",1,29,1,9,2,40,2,1,300,0,NA,NA,1,NA
4,"AREQUIPA",1,39,1,8,1,54,2,1,450,96,NA,NA,1,NA
4,"AREQUIPA",2,38,1,8,2,54,2,1,250,48,NA,NA,1,NA
4,"AREQUIPA",2,20,6,6,2,60,2,1,150,48,NA,NA,NA,NA
4,"AREQUIPA",1,48,2,6,NA,48,2,1,NA,NA,NA,NA,1,NA
4,"AREQUIPA",2,48,2,10,NA,48,2,1,NA,NA,NA,NA,NA,NA
2,"AREQUIPA",2,40,6,10,1,50,2,1,500,0,NA,NA,1,NA
2,"AREQUIPA",2,23,1,9,2,56,2,1,250,0,NA,NA,NA,NA
2,"AREQUIPA",1,24,1,6,2,56,2,1,300,0,NA,NA,2,3
2,"AREQUIPA",1,54,1,4,2,56,2,1,540,0,NA,NA,NA,NA
2,"AREQUIPA",1,19,1,7,2,60,2,1,600,0,NA,NA,3,NA
3,"AREQUIPA",2,28,2,8,2,4,1,1,20,0,NA,NA,1,NA
3,"AREQUIPA",1,32,2,8,NA,47,1,1,NA,NA,NA,NA,NA,NA
3,"AREQUIPA",1,30,6,6,2,42,2,1,1300,0,NA,NA,1,NA
3,"AREQUIPA",1,62,2,4,2,42,2,1,500,0,NA,NA,2,NA
3,"AREQUIPA",2,58,2,1,2,56,2,1,30,0,NA,NA,1,NA
3,"AREQUIPA",1,38,5,4,2,48,1,1,230,0,NA,NA,NA,NA
3,"AREQUIPA",1,31,6,9,2,32,1,1,27,0,25,0,1,NA
3,"AREQUIPA",1,20,6,9,2,60,2,2,370,0,NA,NA,1,NA
3,"AREQUIPA",1,21,1,6,2,54,2,2,230,0,27,0,NA,NA
3,"AREQUIPA",1,31,6,9,2,60,2,1,350,50,NA,NA,2,NA
3,"AREQUIPA",1,28,6,8,2,45,2,1,300,0,NA,NA,1,NA
3,"AREQUIPA",1,32,1,6,2,60,2,1,360,0,NA,NA,NA,NA
3,"AREQUIPA",2,31,6,4,2,48,2,1,300,0,NA,NA,NA,NA
4,"AREQUIPA",1,31,1,10,1,48,2,1,930,192,NA,NA,NA,NA
3,"AREQUIPA",1,44,1,8,2,52,1,1,300,0,NA,NA,NA,NA
4,"AREQUIPA",1,35,1,10,2,60,2,1,930,0,NA,NA,2,NA
4,"AREQUIPA",2,34,1,10,2,48,2,1,930,0,NA,NA,2,NA
4,"AREQUIPA",2,26,6,10,2,60,2,1,930,0,NA,NA,1,NA
4,"AREQUIPA",2,41,1,6,2,72,2,1,500,36,NA,NA,1,NA
4,"AREQUIPA",1,20,6,5,NA,28,1,1,NA,NA,NA,NA,NA,NA
4,"AREQUIPA",1,25,1,6,2,60,2,1,300,0,NA,NA,1,NA
3,"AREQUIPA",2,33,1,10,2,40,2,1,930,0,NA,NA,1,NA
3,"AREQUIPA",1,33,1,8,2,40,2,1,930,0,NA,NA,1,NA
3,"AREQUIPA",1,32,1,9,2,55,2,1,420,48,NA,NA,1,NA
3,"AREQUIPA",2,22,1,9,2,5,1,1,25,0,NA,NA,1,NA
3,"AREQUIPA",1,37,1,6,2,66,2,1,520,0,NA,NA,NA,NA
3,"AREQUIPA",1,25,1,6,2,51,2,1,480,0,NA,NA,NA,NA
3,"AREQUIPA",1,44,1,3,2,54,1,1,300,0,NA,NA,2,NA
3,"AREQUIPA",1,18,6,NA,2,25,1,2,520,0,NA,NA,NA,NA
3,"AREQUIPA",1,31,1,9,NA,50,2,1,NA,NA,NA,NA,2,NA
3,"AREQUIPA",1,37,2,10,1,44,1,1,1350,0,NA,NA,3,NA
3,"AREQUIPA",2,40,5,6,2,28,2,1,100,30,NA,NA,1,NA
3,"AREQUIPA",1,30,1,9,1,84,2,1,300,0,NA,NA,3,NA
3,"AREQUIPA",1,28,6,6,2,12,2,1,20,0,NA,NA,1,NA
3,"AREQUIPA",1,53,4,8,2,51,2,1,400,50,NA,NA,NA,NA
3,"AREQUIPA",2,37,2,10,NA,12,1,1,NA,NA,NA,NA,NA,NA
3,"AREQUIPA",1,37,2,8,NA,74,2,1,NA,NA,40,0,NA,NA
3,"AREQUIPA",1,34,1,10,1,51,2,1,550,0,NA,NA,1,NA
3,"AREQUIPA",2,33,1,10,2,4,1,1,NA,NA,NA,NA,NA,NA
3,"AREQUIPA",2,29,6,9,NA,64,2,1,NA,NA,400,0,3,NA
4,"AREQUIPA",2,24,6,6,1,54,2,2,400,0,NA,NA,NA,NA
5,"AREQUIPA",1,30,1,6,NA,60,2,2,NA,NA,NA,NA,NA,NA
5,"AREQUIPA",1,30,2,10,2,10,1,1,800,0,NA,NA,NA,NA
5,"AREQUIPA",2,30,2,11,1,10,2,1,0,300,NA,NA,NA,NA
3,"AREQUIPA",2,19,1,5,NA,16,2,2,NA,NA,NA,NA,1,NA
3,"AREQUIPA",1,20,1,5,NA,33,1,2,NA,NA,NA,NA,NA,NA
4,"AREQUIPA",2,30,6,10,NA,64,2,1,NA,NA,1000,0,3,NA
4,"AREQUIPA",2,26,6,6,NA,52,2,2,NA,NA,NA,NA,3,NA
4,"AREQUIPA",1,30,6,8,1,94,2,1,522,0,NA,NA,3,NA
4,"AREQUIPA",2,21,1,6,2,48,2,1,1900,0,NA,NA,3,NA
3,"AREQUIPA",1,27,1,8,2,57,1,1,450,0,NA,NA,NA,NA
2,"AREQUIPA",2,20,1,3,2,60,2,1,200,150,NA,NA,1,NA
2,"AREQUIPA",1,25,1,6,2,52,1,1,420,0,NA,NA,2,NA
3,"AREQUIPA",1,24,1,9,1,50,2,1,1200,0,NA,NA,2,NA
3,"AREQUIPA",2,24,1,9,2,45,1,1,25,0,NA,NA,3,NA
4,"AREQUIPA",1,25,1,4,2,51,2,2,400,192,NA,NA,NA,NA
4,"AREQUIPA",2,43,6,8,2,6,2,1,50,0,NA,NA,1,NA
4,"AREQUIPA",1,15,6,5,2,53,2,2,650,0,NA,NA,2,NA
3,"AREQUIPA",1,29,1,7,NA,35,1,1,NA,NA,NA,NA,3,NA
3,"AREQUIPA",1,24,6,5,2,48,2,1,480,0,NA,NA,NA,NA
3,"AREQUIPA",1,26,6,6,2,47,2,1,800,0,1472,0,3,NA
3,"AREQUIPA",1,30,6,10,2,64,2,1,150,0,NA,NA,2,NA
3,"AREQUIPA",1,34,1,8,NA,40,2,1,NA,NA,NA,NA,1,NA
3,"AREQUIPA",1,31,1,8,NA,29,1,1,NA,NA,303,0,NA,NA
3,"AREQUIPA",1,23,1,6,2,62,1,1,800,140,NA,NA,NA,NA
3,"AREQUIPA",2,46,5,10,2,54,1,1,480,260,NA,NA,3,NA
3,"AREQUIPA",2,30,5,6,2,14,1,1,50,8,NA,NA,1,NA
3,"AREQUIPA",1,37,1,6,2,54,2,1,400,0,NA,NA,NA,NA
3,"AREQUIPA",2,30,6,10,NA,40,NA,1,NA,NA,NA,NA,3,NA
3,"AREQUIPA",1,48,2,8,1,32,2,1,463,96,NA,NA,2,NA
3,"AREQUIPA",2,58,5,11,2,0,2,1,1200,0,NA,NA,1,NA
3,"AREQUIPA",1,26,6,9,1,78,2,1,1170,0,2500,0,NA,NA
3,"AREQUIPA",2,28,1,6,NA,25,2,1,NA,NA,NA,NA,1,NA
2,"AREQUIPA",1,29,6,6,2,41,2,1,480,54,NA,NA,1,NA
2,"AREQUIPA",1,25,6,8,2,42,2,1,480,0,NA,NA,1,NA
2,"AREQUIPA",1,24,6,6,2,72,2,2,1200,0,NA,NA,2,NA
2,"AREQUIPA",1,35,1,10,2,66,2,1,1440,0,NA,NA,3,3
3,"AREQUIPA",2,39,5,10,2,54,1,1,450,0,NA,NA,2,NA
3,"AREQUIPA",2,35,5,10,2,66,1,1,465,0,NA,NA,NA,NA
3,"AREQUIPA",2,72,5,3,NA,6,2,2,NA,NA,NA,NA,1,NA
2,"AREQUIPA",1,35,1,8,NA,98,2,2,NA,NA,NA,NA,NA,NA
2,"AREQUIPA",1,36,6,11,1,77,1,1,2300,630,NA,NA,NA,NA
2,"AREQUIPA",1,25,1,3,NA,41,2,2,NA,NA,300,0,3,NA
2,"AREQUIPA",2,24,1,8,2,65,2,2,1200,240,300,0,1,NA
2,"AREQUIPA",1,37,1,6,NA,60,2,1,NA,NA,NA,NA,NA,NA
2,"AREQUIPA",2,27,1,10,NA,36,NA,1,NA,NA,NA,NA,1,NA
2,"AREQUIPA",1,16,6,NA,NA,90,1,2,NA,NA,400,400,NA,NA
2,"AREQUIPA",2,62,5,6,NA,16,NA,2,NA,NA,NA,NA,NA,3
2,"AREQUIPA",1,23,1,8,2,52,2,2,1000,128,NA,NA,NA,NA
2,"AREQUIPA",1,36,2,10,1,32,2,2,560,126,NA,NA,NA,NA
2,"AREQUIPA",2,65,3,10,2,14,2,2,120,0,NA,NA,NA,NA
2,"AREQUIPA",2,52,4,10,2,0,2,1,900,0,NA,NA,2,NA
2,"AREQUIPA",2,27,5,10,2,16,2,1,80,0,NA,NA,NA,NA
1,"AREQUIPA",2,29,1,10,1,45,2,1,1000,0,NA,NA,NA,NA
1,"AREQUIPA",2,40,2,10,2,60,2,1,930,0,NA,NA,NA,NA
1,"AREQUIPA",1,43,2,10,1,56,2,2,2000,182,NA,NA,NA,NA
1,"AREQUIPA",2,33,1,8,2,48,2,2,450,100,NA,NA,2,NA
1,"AREQUIPA",1,37,1,8,NA,109,2,1,NA,NA,1000,0,3,NA
3,"AREQUIPA",1,28,6,8,2,57,1,1,500,0,NA,NA,2,NA
2,"AREQUIPA",1,22,1,9,2,48,2,1,3000,0,NA,NA,2,NA
2,"AREQUIPA",1,22,6,6,2,48,2,2,2500,0,NA,NA,NA,NA
2,"AREQUIPA",2,28,1,7,1,36,2,1,140,0,NA,NA,2,NA
2,"AREQUIPA",1,31,1,8,NA,84,2,1,NA,NA,NA,NA,3,NA
3,"AREQUIPA",1,27,1,9,2,69,2,1,200,0,NA,NA,1,NA
3,"AREQUIPA",2,31,1,6,2,54,2,2,830,0,NA,NA,NA,NA
3,"AREQUIPA",2,27,6,6,2,54,2,1,160,0,NA,NA,1,NA
3,"AREQUIPA",1,51,1,8,2,84,2,1,60,0,NA,NA,2,NA
3,"AREQUIPA",2,54,1,5,2,54,2,1,180,54,NA,NA,1,NA
4,"AREQUIPA",1,30,1,8,1,65,2,1,800,0,1700,0,2,NA
4,"AREQUIPA",2,25,1,10,1,53,1,2,300,42,NA,NA,2,NA
2,"AREQUIPA",2,38,1,8,2,46,1,1,250,0,200,0,2,NA
2,"AREQUIPA",1,35,1,10,1,72,2,1,1200,0,NA,NA,1,NA
2,"AREQUIPA",1,31,6,9,2,52,2,1,400,0,NA,NA,3,NA
2,"AREQUIPA",1,33,2,6,2,60,2,1,1500,0,NA,NA,NA,NA
2,"AREQUIPA",2,29,2,10,2,48,2,2,1000,0,NA,NA,NA,NA
2,"AREQUIPA",2,26,6,6,2,60,2,2,930,0,NA,NA,NA,NA
2,"AREQUIPA",1,22,6,5,2,60,2,2,930,0,NA,NA,NA,NA
3,"AREQUIPA",2,49,2,5,2,6,2,1,10,5,NA,NA,NA,NA
3,"AREQUIPA",1,64,2,6,2,48,2,1,930,0,NA,NA,NA,NA
3,"AREQUIPA",1,32,6,6,2,35,1,1,1000,0,NA,NA,NA,NA
2,"AREQUIPA",1,48,5,6,2,52,1,1,270,0,1000,0,NA,NA
2,"AREQUIPA",1,27,1,6,NA,48,2,1,NA,NA,NA,NA,NA,NA
2,"AREQUIPA",2,27,1,6,2,54,2,1,1500,0,NA,NA,NA,NA
2,"AREQUIPA",1,36,1,5,NA,84,2,1,NA,NA,NA,NA,NA,NA
2,"AREQUIPA",1,26,6,5,2,84,1,1,1000,60,NA,NA,NA,NA
3,"AREQUIPA",2,33,1,9,2,60,2,1,1050,0,NA,NA,1,NA
3,"AREQUIPA",1,33,1,5,NA,119,1,1,NA,NA,NA,NA,2,NA
3,"AREQUIPA",1,60,1,9,2,72,2,1,180,48,NA,NA,NA,NA
3,"AREQUIPA",2,40,5,5,2,48,1,1,236,0,NA,NA,NA,NA
3,"AREQUIPA",2,15,6,NA,NA,9,NA,2,NA,NA,NA,NA,NA,NA
3,"AREQUIPA",2,70,6,7,NA,49,2,1,NA,NA,NA,NA,NA,2
2,"AREQUIPA",1,25,6,6,2,60,2,2,300,0,NA,NA,NA,NA
2,"AREQUIPA",1,21,6,6,2,54,1,1,180,40,NA,NA,NA,NA
2,"AREQUIPA",1,27,1,6,2,51,2,1,600,0,NA,NA,2,NA
2,"AREQUIPA",1,24,5,6,2,22,2,2,45,8,NA,NA,1,NA
2,"AREQUIPA",1,25,1,6,2,34,2,1,400,0,NA,NA,1,NA
4,"AREQUIPA",2,50,1,11,2,20,2,1,35,6,NA,NA,1,NA
4,"AREQUIPA",1,57,1,10,NA,12,NA,1,NA,NA,NA,NA,NA,NA
4,"AREQUIPA",1,32,6,10,1,70,2,1,280,0,NA,NA,2,NA
4,"AREQUIPA",1,21,6,6,2,71,2,1,700,0,NA,NA,2,NA
4,"AREQUIPA",1,26,6,10,2,48,2,1,50,7,NA,NA,2,NA
4,"AREQUIPA",1,27,6,9,NA,98,2,2,NA,NA,NA,NA,1,NA
4,"AREQUIPA",1,23,6,11,NA,98,2,1,NA,NA,NA,NA,2,NA
4,"AREQUIPA",1,32,1,6,NA,95,1,1,NA,NA,NA,NA,NA,NA
4,"AREQUIPA",2,26,1,6,2,61,1,2,180,0,NA,NA,1,NA
3,"AREQUIPA",2,50,5,6,NA,38,2,1,NA,NA,NA,NA,NA,NA
3,"AREQUIPA",2,30,5,10,NA,60,1,1,NA,NA,NA,NA,NA,NA
3,"AREQUIPA",1,34,1,8,2,48,1,1,1000,84,NA,NA,1,NA
3,"AREQUIPA",2,28,1,8,2,48,2,2,465,0,NA,NA,1,NA
3,"AREQUIPA",1,23,6,9,2,72,1,1,1600,0,NA,NA,1,NA
3,"AREQUIPA",1,34,6,9,2,105,2,1,1000,400,NA,NA,3,NA
3,"AREQUIPA",1,33,6,10,2,98,2,1,1000,0,NA,NA,3,NA
2,"AREQUIPA",2,46,1,8,NA,30,2,1,NA,NA,NA,NA,1,NA
2,"AREQUIPA",1,45,1,4,2,42,2,1,350,54,NA,NA,NA,NA
2,"AREQUIPA",2,29,1,10,NA,24,2,2,NA,NA,NA,NA,NA,NA
2,"AREQUIPA",1,39,1,9,NA,41,2,1,NA,NA,NA,NA,3,NA
2,"AREQUIPA",2,33,1,10,2,48,1,1,930,192,NA,NA,3,NA
2,"AREQUIPA",1,34,1,10,1,42,1,1,930,0,NA,NA,1,NA
2,"AREQUIPA",1,41,1,5,2,48,2,1,320,0,NA,NA,2,NA
2,"AREQUIPA",2,39,1,6,2,50,2,1,460,0,NA,NA,1,NA
2,"AREQUIPA",1,34,2,6,2,48,2,1,450,96,NA,NA,2,NA
2,"AREQUIPA",1,31,1,3,2,48,1,1,400,0,NA,NA,2,NA
2,"AREQUIPA",2,41,1,6,NA,32,2,1,NA,NA,NA,NA,2,NA
2,"AREQUIPA",2,22,1,5,2,66,2,2,240,0,NA,NA,NA,NA
2,"AREQUIPA",1,34,1,8,2,78,2,2,50,0,NA,NA,NA,NA
2,"AREQUIPA",1,33,1,6,NA,41,1,1,NA,NA,400,0,NA,NA
2,"AREQUIPA",1,39,1,10,2,52,2,1,250,0,NA,NA,1,NA
2,"AREQUIPA",2,33,1,10,NA,30,2,2,NA,NA,NA,NA,1,NA
3,"AREQUIPA",1,43,1,10,NA,57,1,1,NA,NA,NA,NA,NA,NA
3,"AREQUIPA",1,29,1,10,NA,62,2,1,NA,NA,300,0,3,NA
3,"AREQUIPA",1,27,6,9,2,54,2,1,300,72,NA,NA,3,NA
3,"AREQUIPA",2,23,6,10,2,72,2,1,650,0,NA,NA,2,NA
3,"AREQUIPA",1,26,1,6,2,70,2,2,300,0,NA,NA,1,NA
3,"AREQUIPA",1,40,1,5,2,50,2,1,420,0,NA,NA,NA,NA
3,"AREQUIPA",2,31,1,6,2,54,1,1,330,78,NA,NA,NA,NA
3,"AREQUIPA",1,20,1,9,2,58,2,1,460,0,120,32,1,NA
3,"AREQUIPA",2,22,1,9,2,48,2,1,180,48,NA,NA,1,NA
