"ESTRATO","DEPARTAMENTO","SEXO","EDAD","ESTADO_CIVIL","EDUCACION","FORMAL","HORAS_TRAB_SEM","BUSC_TRAB","TRAB_VEN","INGRESO_D_P","INGRESO_E_P","INGRESO_D_S","INGRESO_E_S","REMESAS_V","REMESAS_O"
3,"LIMA",1,25,1,10,NA,82,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,39,1,4,NA,57,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",1,41,6,6,2,45,2,1,750,0,NA,NA,1,NA
3,"LIMA",2,40,2,6,2,45,2,1,300,0,NA,NA,NA,NA
3,"LIMA",2,23,5,9,2,72,1,2,280,56,NA,NA,1,NA
3,"LIMA",1,29,6,5,NA,70,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,47,1,6,1,54,2,1,400,0,NA,NA,1,NA
3,"LIMA",2,42,1,5,2,54,2,2,400,96,NA,NA,NA,NA
3,"LIMA",1,19,6,6,2,66,2,2,270,0,NA,NA,NA,NA
3,"LIMA",2,38,5,6,2,77,2,1,280,0,NA,NA,NA,NA
3,"LIMA",1,19,6,NA,2,58,2,2,450,18,NA,NA,NA,NA
3,"LIMA",2,31,5,7,2,70,2,1,240,0,NA,NA,1,NA
3,"LIMA",2,38,4,6,NA,65,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",1,36,1,8,1,84,2,1,600,300,NA,NA,NA,3
3,"LIMA",2,51,4,5,2,55,2,1,300,100,NA,NA,NA,NA
3,"LIMA",1,28,6,5,2,50,1,1,250,60,NA,NA,NA,NA
3,"LIMA",1,37,2,8,2,72,2,1,300,0,NA,NA,2,NA
3,"LIMA",2,34,2,10,2,48,2,1,210,60,150,0,1,NA
3,"LIMA",2,28,2,10,2,55,1,1,350,50,NA,NA,1,NA
3,"LIMA",1,30,1,10,2,48,2,1,250,0,NA,NA,NA,NA
3,"LIMA",1,46,1,7,2,66,2,1,300,0,NA,NA,2,NA
3,"LIMA",2,42,1,7,2,84,2,1,600,0,NA,NA,3,NA
3,"LIMA",1,27,1,6,2,58,2,1,308,0,NA,NA,2,NA
3,"LIMA",2,30,1,7,2,58,2,1,308,0,NA,NA,2,NA
3,"LIMA",1,44,1,10,2,55,1,1,800,0,NA,NA,NA,NA
4,"LIMA",2,40,5,8,NA,33,1,1,NA,NA,346,0,NA,NA
4,"LIMA",2,20,6,NA,NA,20,NA,2,NA,NA,NA,NA,NA,NA
4,"LIMA",1,65,2,4,2,50,2,1,320,0,NA,NA,1,NA
4,"LIMA",2,77,2,6,NA,18,2,1,NA,NA,NA,NA,NA,NA
4,"LIMA",1,32,6,8,2,30,2,1,490,160,NA,NA,NA,NA
4,"LIMA",1,29,6,8,NA,2,1,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,34,1,6,1,72,2,1,260,0,NA,NA,1,NA
3,"LIMA",1,50,1,8,NA,16,1,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,40,1,5,1,59,2,2,600,0,NA,NA,1,NA
3,"LIMA",1,27,1,5,2,54,2,1,200,36,NA,NA,1,NA
3,"LIMA",2,25,1,4,2,72,2,1,220,0,NA,NA,1,NA
3,"LIMA",1,32,2,10,2,60,2,1,300,0,NA,NA,NA,NA
3,"LIMA",1,31,1,6,2,60,1,1,280,0,NA,NA,NA,NA
3,"LIMA",2,27,1,6,2,15,2,1,20,0,NA,NA,1,NA
3,"LIMA",1,17,6,5,2,60,1,2,250,70,NA,NA,NA,NA
3,"LIMA",2,30,5,5,NA,78,2,1,NA,NA,400,0,1,NA
3,"LIMA",1,40,5,6,NA,84,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,35,1,6,2,72,2,2,30,0,NA,NA,1,NA
3,"LIMA",2,26,1,6,NA,30,1,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,43,1,6,2,25,2,1,360,0,NA,NA,1,NA
3,"LIMA",1,24,1,4,2,60,1,1,400,0,NA,NA,NA,NA
3,"LIMA",2,23,1,9,2,68,1,1,200,0,NA,NA,1,NA
3,"LIMA",1,30,5,9,NA,56,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",1,39,6,6,2,48,1,1,450,0,NA,NA,3,NA
3,"LIMA",1,23,1,4,2,72,2,1,250,0,NA,NA,1,NA
3,"LIMA",2,22,1,6,2,54,2,1,250,0,NA,NA,1,NA
3,"LIMA",1,27,1,6,2,7,1,2,30,0,NA,NA,1,NA
3,"LIMA",2,23,1,6,NA,8,2,2,NA,NA,NA,NA,NA,NA
3,"LIMA",2,61,6,5,NA,60,1,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,28,1,8,2,48,2,1,600,0,NA,NA,2,NA
3,"LIMA",2,20,1,6,2,54,2,2,250,0,NA,NA,NA,NA
3,"LIMA",2,21,1,9,2,98,1,1,300,0,NA,NA,1,NA
3,"LIMA",2,23,6,6,2,60,2,1,290,12,NA,NA,1,NA
3,"LIMA",2,30,6,8,2,60,2,2,230,0,NA,NA,1,NA
3,"LIMA",2,46,6,8,1,48,1,1,470,0,NA,NA,1,NA
3,"LIMA",1,31,1,9,NA,12,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,44,1,10,NA,72,1,1,NA,NA,400,0,NA,NA
3,"LIMA",1,40,1,6,NA,22,2,2,NA,NA,150,0,1,NA
3,"LIMA",2,48,1,5,NA,20,2,2,NA,NA,NA,NA,1,NA
3,"LIMA",1,36,2,10,1,44,2,1,300,40,NA,NA,NA,NA
3,"LIMA",2,38,2,10,2,63,2,1,400,0,NA,NA,NA,NA
3,"LIMA",2,29,1,10,2,48,2,1,930,0,NA,NA,1,NA
3,"LIMA",1,29,1,6,2,54,2,1,250,0,NA,NA,1,NA
3,"LIMA",2,30,6,4,NA,36,1,2,NA,NA,NA,NA,NA,NA
4,"LIMA",1,32,6,6,1,66,2,1,250,0,400,0,3,NA
4,"LIMA",1,41,6,8,2,54,2,1,250,0,NA,NA,2,NA
4,"LIMA",1,29,6,6,2,58,2,1,400,0,NA,NA,2,NA
4,"LIMA",2,21,1,9,2,32,1,2,350,0,500,0,1,NA
4,"LIMA",2,36,6,10,NA,42,2,1,NA,NA,NA,NA,1,NA
4,"LIMA",1,32,6,8,2,54,2,1,400,0,NA,NA,1,1
2,"LIMA",2,31,5,7,NA,24,1,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,14,6,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA
2,"LIMA",2,53,6,6,NA,24,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",2,31,6,6,2,66,2,1,300,0,NA,NA,1,NA
2,"LIMA",1,28,6,4,NA,60,2,1,NA,NA,NA,NA,2,NA
4,"LIMA",1,21,1,7,NA,48,2,1,NA,NA,NA,NA,2,NA
4,"LIMA",2,21,1,9,NA,4,1,2,NA,NA,NA,NA,NA,NA
4,"LIMA",1,48,6,6,2,84,1,1,1000,0,NA,NA,2,NA
4,"LIMA",2,19,6,5,2,60,2,2,250,0,NA,NA,1,NA
4,"LIMA",1,44,1,10,2,66,2,1,250,0,NA,NA,1,NA
4,"LIMA",2,32,1,9,2,54,2,1,500,60,NA,NA,NA,NA
4,"LIMA",1,24,6,1,2,62,2,2,300,0,NA,NA,2,NA
4,"LIMA",2,47,4,10,NA,60,1,1,NA,NA,NA,NA,NA,NA
4,"LIMA",1,30,1,6,NA,48,2,1,NA,NA,NA,NA,NA,NA
4,"LIMA",2,52,6,5,2,70,2,1,280,0,NA,NA,NA,NA
4,"LIMA",2,38,1,6,NA,91,2,1,NA,NA,NA,NA,1,NA
4,"LIMA",1,37,1,6,NA,0,1,1,NA,NA,NA,NA,2,NA
4,"LIMA",1,49,1,3,NA,9,1,1,NA,NA,NA,NA,NA,NA
4,"LIMA",2,43,1,3,NA,42,2,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,32,1,6,2,50,2,1,600,0,NA,NA,1,NA
2,"LIMA",2,33,1,6,1,45,2,1,930,0,NA,NA,3,NA
2,"LIMA",1,32,1,8,2,56,2,1,300,0,NA,NA,1,NA
2,"LIMA",2,28,1,8,1,55,2,2,930,0,NA,NA,1,NA
2,"LIMA",2,24,6,8,2,50,2,1,300,0,NA,NA,1,NA
2,"LIMA",2,19,6,6,2,52,2,1,1200,0,NA,NA,1,NA
2,"LIMA",1,15,6,NA,2,27,2,2,250,0,NA,NA,1,NA
2,"LIMA",2,25,6,5,2,67,2,2,500,0,NA,NA,1,NA
2,"LIMA",1,28,6,5,2,66,2,2,250,0,NA,NA,NA,NA
2,"LIMA",1,27,6,8,NA,60,2,1,NA,NA,NA,NA,1,NA
4,"LIMA",1,38,1,6,2,74,2,1,360,21,NA,NA,1,NA
3,"LIMA",1,28,1,6,2,60,2,1,300,0,NA,NA,1,NA
3,"LIMA",2,26,1,10,2,60,2,1,300,0,NA,NA,2,NA
4,"LIMA",2,40,6,8,NA,42,1,1,NA,NA,NA,NA,1,NA
4,"LIMA",1,20,6,NA,2,54,2,2,1150,0,NA,NA,NA,NA
4,"LIMA",1,38,2,5,2,84,2,2,120,0,NA,NA,2,NA
4,"LIMA",2,31,2,9,2,63,2,2,220,0,NA,NA,2,NA
4,"LIMA",1,40,1,6,2,72,2,1,300,0,NA,NA,1,NA
4,"LIMA",2,26,1,9,NA,6,2,1,NA,NA,NA,NA,NA,NA
4,"LIMA",1,42,1,6,2,77,2,1,50,0,NA,NA,1,NA
4,"LIMA",2,36,1,6,NA,3,2,2,NA,NA,NA,NA,NA,NA
4,"LIMA",1,22,6,4,2,78,2,1,80,0,NA,NA,1,NA
4,"LIMA",1,16,6,5,2,78,2,2,50,0,NA,NA,NA,NA
2,"LIMA",2,24,1,10,2,72,2,1,300,0,NA,NA,NA,NA
3,"LIMA",1,31,6,5,NA,72,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,28,6,8,1,72,2,1,600,0,NA,NA,2,NA
3,"LIMA",1,29,1,10,NA,30,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,24,1,9,2,48,2,2,40,0,NA,NA,1,NA
3,"LIMA",1,27,1,6,2,48,2,1,70,0,NA,NA,NA,NA
3,"LIMA",1,39,2,6,1,72,2,1,1800,0,NA,NA,2,NA
3,"LIMA",2,33,2,8,2,66,2,2,600,0,NA,NA,2,NA
3,"LIMA",1,46,1,10,2,66,2,1,350,0,NA,NA,1,NA
3,"LIMA",2,27,6,10,2,72,2,1,1200,0,NA,NA,1,NA
3,"LIMA",1,32,2,8,1,90,2,1,800,0,1000,0,1,NA
3,"LIMA",2,28,2,10,2,56,2,2,4000,0,NA,NA,NA,NA
3,"LIMA",2,52,6,10,2,40,2,1,450,0,NA,NA,NA,NA
3,"LIMA",1,36,2,8,2,72,1,1,250,0,NA,NA,1,NA
3,"LIMA",2,30,2,8,2,40,2,1,200,0,NA,NA,1,NA
3,"LIMA",1,30,1,8,2,48,2,1,1000,0,NA,NA,1,NA
3,"LIMA",2,30,1,8,2,24,2,1,300,0,NA,NA,1,NA
3,"LIMA",2,42,6,10,2,18,2,1,280,30,NA,NA,1,NA
3,"LIMA",2,30,6,10,2,72,2,2,230,0,NA,NA,1,NA
3,"LIMA",2,30,2,10,1,40,2,1,600,0,NA,NA,NA,NA
3,"LIMA",1,30,2,9,NA,63,2,2,NA,NA,NA,NA,1,NA
3,"LIMA",2,24,2,6,2,54,2,2,220,0,NA,NA,1,NA
3,"LIMA",1,39,2,10,NA,48,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,40,2,6,NA,60,2,2,NA,NA,NA,NA,1,NA
3,"LIMA",1,24,1,9,NA,60,2,2,NA,NA,NA,NA,1,NA
3,"LIMA",2,30,1,10,2,60,2,1,250,48,NA,NA,2,NA
3,"LIMA",1,52,2,5,2,60,2,1,500,0,NA,NA,1,NA
3,"LIMA",2,45,2,5,2,63,2,1,290,0,NA,NA,1,NA
3,"LIMA",1,19,6,NA,2,60,2,2,180,48,NA,NA,NA,NA
4,"LIMA",1,24,1,6,NA,74,2,2,NA,NA,NA,NA,NA,NA
4,"LIMA",2,25,5,7,NA,6,1,2,NA,NA,NA,NA,1,NA
4,"LIMA",1,24,1,6,NA,81,2,1,NA,NA,NA,NA,2,NA
1,"LIMA",1,31,1,9,2,60,2,1,5500,0,NA,NA,1,NA
1,"LIMA",1,24,6,6,1,60,2,1,550,0,NA,NA,2,NA
1,"LIMA",1,38,1,4,NA,76,2,1,NA,NA,NA,NA,NA,NA
1,"LIMA",2,30,1,10,NA,2,1,1,NA,NA,NA,NA,1,NA
1,"LIMA",1,54,1,4,NA,83,2,1,NA,NA,NA,NA,2,NA
1,"LIMA",2,30,1,10,2,54,2,1,1030,0,NA,NA,2,NA
1,"LIMA",1,23,6,9,2,70,2,1,400,0,NA,NA,2,NA
1,"LIMA",2,32,5,6,2,72,1,1,300,0,NA,NA,2,2
1,"LIMA",2,20,6,6,2,48,2,2,240,60,NA,NA,NA,NA
1,"LIMA",2,25,6,9,1,70,2,1,240,84,NA,NA,1,NA
1,"LIMA",1,27,2,6,2,44,2,1,1000,0,NA,NA,1,NA
1,"LIMA",1,18,6,6,2,55,2,2,250,0,NA,NA,1,NA
1,"LIMA",2,29,5,10,2,24,2,2,600,0,NA,NA,NA,NA
1,"LIMA",1,35,5,10,NA,55,2,1,NA,NA,NA,NA,1,NA
1,"LIMA",2,39,4,10,2,52,2,1,1200,0,NA,NA,1,NA
1,"LIMA",1,41,1,6,1,66,2,1,350,0,NA,NA,1,NA
1,"LIMA",2,34,1,8,2,76,1,1,200,0,240,0,2,NA
1,"LIMA",1,38,2,6,2,30,2,1,350,0,NA,NA,1,NA
1,"LIMA",2,25,1,6,2,60,2,1,100,120,NA,NA,2,NA
1,"LIMA",1,29,1,9,2,46,2,1,550,0,NA,NA,2,NA
1,"LIMA",1,30,1,6,NA,18,1,1,NA,NA,NA,NA,NA,NA
1,"LIMA",2,34,1,8,2,52,2,1,465,0,NA,NA,1,NA
1,"LIMA",2,37,5,10,2,56,1,1,200,0,120,0,2,NA
1,"LIMA",1,45,4,10,2,56,1,1,250,0,NA,NA,1,NA
1,"LIMA",1,26,1,5,2,72,1,2,950,0,NA,NA,NA,NA
1,"LIMA",2,26,1,6,2,60,2,2,250,0,NA,NA,1,NA
1,"LIMA",1,59,4,6,2,72,2,2,292,0,NA,NA,2,NA
1,"LIMA",1,23,6,4,2,66,2,2,350,0,NA,NA,1,NA
1,"LIMA",2,43,6,5,2,60,2,2,240,0,NA,NA,1,NA
1,"LIMA",1,30,1,6,2,55,2,1,250,0,NA,NA,NA,NA
1,"LIMA",2,30,1,10,2,60,2,1,600,0,120,0,NA,NA
1,"LIMA",2,47,1,10,2,66,2,1,450,0,NA,NA,NA,NA
1,"LIMA",1,17,6,NA,2,72,1,2,150,0,NA,NA,NA,NA
1,"LIMA",2,63,6,10,2,54,2,1,75,0,NA,NA,NA,NA
1,"LIMA",2,53,6,8,NA,84,1,1,NA,NA,NA,NA,NA,NA
1,"LIMA",1,54,1,10,NA,84,NA,1,NA,NA,NA,NA,1,NA
1,"LIMA",2,63,6,11,NA,56,1,1,NA,NA,NA,NA,1,NA
1,"LIMA",1,30,6,7,NA,60,2,1,NA,NA,NA,NA,1,NA
1,"LIMA",1,37,1,8,NA,72,2,1,NA,NA,NA,NA,NA,2
3,"LIMA",1,52,6,9,2,60,1,1,72,0,NA,NA,1,1
3,"LIMA",1,55,6,6,2,56,2,2,4810,0,NA,NA,3,2
3,"LIMA",2,50,5,9,NA,14,1,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,18,6,NA,NA,15,2,2,NA,NA,NA,NA,NA,NA
2,"LIMA",2,25,1,8,2,84,2,1,380,0,NA,NA,1,NA
2,"LIMA",1,23,1,6,2,84,2,2,50,0,NA,NA,NA,NA
2,"LIMA",1,33,6,9,1,66,2,1,1300,0,NA,NA,1,NA
2,"LIMA",2,31,2,10,NA,56,2,1,NA,NA,NA,NA,2,NA
2,"LIMA",1,35,2,10,1,50,2,1,2700,0,NA,NA,3,NA
2,"LIMA",1,57,6,5,1,63,2,1,270,0,NA,NA,1,NA
2,"LIMA",1,36,1,6,2,60,2,2,1200,0,NA,NA,NA,NA
2,"LIMA",1,35,6,6,NA,56,2,2,NA,NA,NA,NA,NA,NA
2,"LIMA",2,22,1,6,NA,0,2,2,NA,NA,NA,NA,NA,NA
2,"LIMA",2,52,1,NA,NA,56,2,2,NA,NA,NA,NA,NA,NA
2,"LIMA",2,24,6,6,NA,42,2,2,NA,NA,NA,NA,NA,NA
2,"LIMA",2,30,6,6,NA,70,2,2,NA,NA,NA,NA,NA,NA
2,"LIMA",2,21,6,6,2,48,2,2,470,0,NA,NA,NA,NA
2,"LIMA",2,36,6,7,2,54,2,1,930,0,NA,NA,1,NA
2,"LIMA",1,29,1,6,2,66,2,2,600,0,NA,NA,NA,NA
2,"LIMA",2,30,1,7,2,54,2,2,1200,0,NA,NA,NA,NA
2,"LIMA",2,34,6,7,2,60,2,1,1200,0,NA,NA,1,NA
2,"LIMA",2,28,6,6,2,48,2,2,950,200,NA,NA,NA,NA
2,"LIMA",1,41,6,7,2,60,2,2,700,150,NA,NA,1,NA
2,"LIMA",1,32,1,6,2,63,2,2,650,0,NA,NA,NA,NA
2,"LIMA",2,31,1,7,2,50,2,2,1200,0,NA,NA,1,NA
2,"LIMA",2,27,6,6,2,40,2,2,930,0,NA,NA,NA,NA
3,"LIMA",1,31,6,6,2,48,2,1,250,0,NA,NA,1,NA
3,"LIMA",1,28,6,6,NA,56,2,2,NA,NA,NA,NA,NA,NA
3,"LIMA",1,26,6,6,2,48,2,2,500,0,NA,NA,NA,NA
3,"LIMA",1,32,1,6,NA,0,2,2,NA,NA,NA,NA,1,NA
3,"LIMA",1,36,6,10,NA,84,2,2,NA,NA,NA,NA,1,NA
3,"LIMA",1,26,6,10,1,48,2,2,1200,0,NA,NA,NA,NA
3,"LIMA",2,27,5,10,2,60,2,1,930,0,NA,NA,NA,NA
3,"LIMA",1,54,1,6,2,72,2,1,930,0,NA,NA,NA,NA
3,"LIMA",2,44,1,6,NA,70,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,67,5,6,NA,42,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,18,6,6,2,60,2,2,930,0,NA,NA,NA,NA
3,"LIMA",2,28,6,6,2,48,2,1,930,0,NA,NA,1,NA
3,"LIMA",2,38,5,6,NA,42,1,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,17,6,5,2,70,2,2,960,0,NA,NA,NA,NA
2,"LIMA",1,28,1,10,2,48,1,1,830,0,NA,NA,1,NA
2,"LIMA",2,33,5,10,NA,48,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",2,30,6,10,2,48,2,1,930,0,NA,NA,NA,NA
1,"LIMA",2,28,1,9,NA,48,2,1,NA,NA,NA,NA,1,NA
1,"LIMA",2,53,2,6,NA,24,2,2,NA,NA,NA,NA,NA,NA
1,"LIMA",1,22,6,10,2,60,2,1,1400,0,NA,NA,2,NA
1,"LIMA",1,20,6,5,2,48,2,2,230,0,NA,NA,1,NA
1,"LIMA",2,40,5,10,2,48,2,1,230,0,NA,NA,1,NA
1,"LIMA",1,63,2,8,2,48,2,1,930,0,NA,NA,NA,NA
1,"LIMA",1,33,6,8,2,60,2,1,1000,0,NA,NA,NA,NA
4,"LIMA",1,40,2,10,2,25,2,1,165,0,NA,NA,1,NA
4,"LIMA",2,39,2,6,2,15,2,2,120,0,NA,NA,NA,NA
4,"LIMA",2,18,6,NA,2,0,2,2,150,0,NA,NA,NA,NA
3,"LIMA",1,31,5,5,2,64,2,1,360,0,NA,NA,1,1
3,"LIMA",1,44,5,8,2,91,2,1,30,14,NA,NA,1,NA
3,"LIMA",1,55,5,5,2,44,1,1,440,0,NA,NA,2,NA
3,"LIMA",1,25,6,5,2,78,2,1,250,0,NA,NA,1,NA
3,"LIMA",1,28,6,10,2,51,2,1,930,0,NA,NA,1,NA
3,"LIMA",1,20,5,6,NA,84,2,2,NA,NA,NA,NA,NA,NA
3,"LIMA",1,25,6,6,2,78,2,1,200,0,NA,NA,NA,NA
3,"LIMA",2,21,6,9,2,78,1,1,200,54,NA,NA,NA,NA
3,"LIMA",1,49,5,10,NA,55,2,1,NA,NA,900,0,3,3
3,"LIMA",2,37,5,5,NA,57,1,1,NA,NA,200,20,NA,NA
3,"LIMA",2,48,2,10,2,62,2,1,250,0,NA,NA,NA,NA
3,"LIMA",2,24,6,6,2,62,2,1,280,0,NA,NA,NA,NA
3,"LIMA",1,36,1,6,2,84,2,1,30,0,NA,NA,1,NA
3,"LIMA",2,34,1,6,NA,51,2,2,NA,NA,334,0,1,NA
3,"LIMA",1,36,1,8,2,54,2,1,350,216,NA,NA,NA,NA
4,"LIMA",1,30,6,9,2,33,1,1,30,8,NA,NA,NA,NA
4,"LIMA",1,26,5,10,2,56,2,1,500,0,NA,NA,3,NA
4,"LIMA",2,29,4,6,2,54,1,1,180,54,NA,NA,NA,NA
4,"LIMA",1,37,2,7,2,84,1,1,650,0,NA,NA,2,NA
3,"LIMA",2,45,6,10,2,72,2,1,900,0,NA,NA,1,NA
3,"LIMA",2,25,3,8,2,60,2,2,220,0,NA,NA,1,NA
3,"LIMA",2,19,6,4,2,84,2,2,325,0,NA,NA,1,NA
3,"LIMA",1,20,6,8,2,54,2,2,250,0,NA,NA,NA,NA
3,"LIMA",2,31,6,9,2,48,2,1,900,0,NA,NA,1,NA
3,"LIMA",2,31,6,7,2,42,2,1,800,0,NA,NA,NA,NA
3,"LIMA",2,37,6,7,2,54,2,1,1000,0,NA,NA,NA,NA
2,"LIMA",1,38,1,10,2,54,2,1,1000,0,NA,NA,NA,NA
2,"LIMA",2,36,1,8,2,54,2,1,1200,0,NA,NA,NA,NA
2,"LIMA",1,35,1,10,2,60,2,1,50,0,NA,NA,NA,NA
2,"LIMA",2,32,1,10,2,48,2,1,930,0,NA,NA,NA,NA
2,"LIMA",2,23,6,4,2,84,2,1,232,0,NA,NA,1,NA
2,"LIMA",1,28,1,10,1,72,2,2,930,0,NA,NA,NA,NA
3,"LIMA",2,26,2,10,1,44,2,1,1500,0,NA,NA,2,NA
3,"LIMA",1,28,2,10,NA,31,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,25,6,8,2,54,2,2,2000,0,NA,NA,NA,NA
3,"LIMA",1,33,6,9,2,63,2,1,250,0,NA,NA,1,NA
3,"LIMA",2,25,6,4,2,66,2,1,500,0,NA,NA,NA,NA
3,"LIMA",2,35,6,10,2,48,2,1,930,0,NA,NA,NA,NA
3,"LIMA",1,29,6,4,2,48,2,2,250,0,NA,NA,NA,NA
3,"LIMA",1,26,6,4,NA,51,2,2,NA,NA,NA,NA,NA,NA
3,"LIMA",2,22,6,5,2,66,2,1,500,0,NA,NA,NA,NA
3,"LIMA",2,34,1,9,2,72,2,1,200,0,NA,NA,NA,NA
3,"LIMA",1,32,1,9,NA,60,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,29,1,9,2,48,2,1,900,0,NA,NA,NA,NA
2,"LIMA",1,30,1,10,NA,30,2,1,NA,NA,NA,NA,NA,NA
2,"LIMA",2,51,6,3,2,32,2,2,930,0,NA,NA,NA,NA
2,"LIMA",1,32,6,4,NA,53,2,2,NA,NA,NA,NA,NA,NA
1,"LIMA",2,49,6,6,2,33,1,2,100,0,50,0,NA,NA
1,"LIMA",1,16,6,4,2,20,1,2,80,0,NA,NA,NA,NA
1,"LIMA",2,45,6,10,1,50,2,1,8600,0,NA,NA,2,NA
1,"LIMA",2,43,6,10,NA,55,2,1,NA,NA,NA,NA,3,NA
2,"LIMA",1,51,2,10,2,84,2,1,930,0,NA,NA,2,NA
2,"LIMA",2,44,2,10,2,15,2,1,600,0,NA,NA,3,NA
2,"LIMA",2,36,2,8,NA,24,2,1,NA,NA,NA,NA,NA,NA
2,"LIMA",2,29,6,7,2,48,2,1,250,0,NA,NA,NA,NA
2,"LIMA",2,29,6,5,2,48,2,1,1300,0,NA,NA,NA,NA
2,"LIMA",1,36,2,8,1,84,2,1,700,0,NA,NA,NA,NA
2,"LIMA",2,39,2,10,NA,60,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",1,44,6,9,NA,18,1,1,NA,NA,NA,NA,NA,NA
2,"LIMA",2,29,6,8,NA,48,2,1,NA,NA,NA,NA,NA,NA
1,"LIMA",1,37,1,9,2,70,2,2,500,0,NA,NA,2,NA
1,"LIMA",2,26,1,10,1,60,2,2,1200,0,NA,NA,1,NA
1,"LIMA",1,32,1,7,1,40,2,1,8000,0,NA,NA,2,NA
1,"LIMA",1,36,1,10,1,40,2,1,1500,0,NA,NA,2,NA
1,"LIMA",2,32,1,8,1,40,2,1,3000,0,NA,NA,3,3
1,"LIMA",2,58,2,6,NA,12,2,1,NA,NA,NA,NA,NA,NA
1,"LIMA",1,24,6,8,1,40,2,1,1200,0,NA,NA,2,NA
1,"LIMA",1,45,2,NA,1,58,2,2,7000,0,NA,NA,NA,NA
1,"LIMA",2,40,2,10,2,30,2,1,800,0,NA,NA,NA,NA
1,"LIMA",1,41,2,10,1,44,2,1,1000,0,NA,NA,1,NA
1,"LIMA",1,38,2,NA,2,67,2,1,80,0,NA,NA,1,NA
1,"LIMA",2,42,2,9,2,70,2,1,173,0,NA,NA,1,NA
1,"LIMA",1,35,1,8,1,48,2,1,930,0,NA,NA,3,NA
1,"LIMA",2,18,6,NA,1,72,2,2,930,0,NA,NA,NA,NA
1,"LIMA",1,40,6,8,2,48,2,1,930,0,NA,NA,2,NA
1,"LIMA",2,32,6,10,2,84,2,1,300,0,NA,NA,NA,NA
1,"LIMA",1,30,1,4,2,24,1,1,250,0,NA,NA,1,2
1,"LIMA",2,30,1,10,NA,30,1,1,NA,NA,NA,NA,1,NA
1,"LIMA",1,40,6,10,NA,84,2,1,NA,NA,NA,NA,NA,3
1,"LIMA",1,18,6,9,2,50,2,1,200,0,NA,NA,NA,NA
1,"LIMA",1,48,1,9,NA,84,2,1,NA,NA,NA,NA,1,NA
1,"LIMA",2,40,1,9,NA,60,2,1,NA,NA,NA,NA,1,NA
1,"LIMA",2,22,6,9,2,8,1,1,40,0,NA,NA,NA,NA
1,"LIMA",1,40,1,8,1,48,2,1,500,104,NA,NA,1,NA
1,"LIMA",2,34,1,6,2,60,2,1,250,42,NA,NA,1,NA
1,"LIMA",1,29,1,9,2,54,1,1,50,7,NA,NA,1,NA
1,"LIMA",1,31,1,9,1,66,2,1,2000,0,NA,NA,2,NA
2,"LIMA",1,37,2,9,2,58,1,2,1200,0,NA,NA,NA,NA
2,"LIMA",1,77,2,8,2,36,2,2,550,0,NA,NA,NA,NA
2,"LIMA",1,24,6,6,2,70,2,1,200,0,NA,NA,NA,NA
2,"LIMA",1,25,1,9,2,84,2,1,300,0,NA,NA,NA,NA
2,"LIMA",1,36,2,10,1,50,2,1,480,0,NA,NA,2,NA
2,"LIMA",2,33,2,10,2,52,2,1,460,5,100,0,1,NA
2,"LIMA",2,30,1,8,2,44,2,2,462,0,NA,NA,2,NA
2,"LIMA",1,31,1,8,1,48,2,1,1000,0,NA,NA,2,NA
2,"LIMA",1,26,6,8,2,84,1,1,50,0,NA,NA,2,NA
2,"LIMA",2,26,1,6,2,54,2,1,545,0,NA,NA,2,NA
2,"LIMA",1,28,1,6,2,72,2,2,250,0,NA,NA,NA,NA
2,"LIMA",1,19,6,6,2,50,2,1,500,0,NA,NA,NA,NA
2,"LIMA",1,21,6,6,2,67,2,2,1200,0,350,0,2,NA
2,"LIMA",1,23,6,9,2,45,2,2,300,0,NA,NA,1,NA
2,"LIMA",2,31,1,8,2,55,2,2,465,0,NA,NA,NA,NA
2,"LIMA",1,31,2,9,NA,48,2,1,NA,NA,NA,NA,1,NA
