"ESTRATO","DEPARTAMENTO","P204","P205A","P612","P613","P614T","P615T","P617","P619","P621","P6221","P6222","P625","P635","P636","P6381","P6382","P6383","P6384","P6391","P6392"
1,"LIMA",2,34,1,2,15,84,2,2,3,450,84,2,2,1,2,2,2,2,1,2
1,"LIMA",1,41,1,1,0,56,1,2,4,1150,0,2,2,1,2,2,2,2,1,2
1,"LIMA",2,38,1,2,7,84,2,2,2,330,70,2,2,1,2,2,2,2,1,2
1,"LIMA",1,16,1,2,7,20,1,2,2,70,0,2,2,2,2,2,2,2,2,2
1,"LIMA",1,38,1,2,45,54,1,2,2,320,0,1,1,1,2,2,2,2,1,2
1,"LIMA",2,33,1,2,4,84,2,2,2,280,70,2,2,1,2,2,2,2,1,2
1,"LIMA",1,17,1,2,5,18,2,2,1,25,15,2,2,2,2,2,2,2,2,2
1,"LIMA",1,27,1,1,5,54,1,1,4,1200,0,1,1,1,2,2,2,2,1,2
1,"LIMA",2,25,1,2,10,46,1,2,4,930,0,2,2,1,2,2,2,2,1,2
1,"LIMA",1,23,1,2,7,56,1,2,2,200,100,1,2,1,2,2,2,2,2,1
2,"LIMA",1,30,1,2,12,48,1,2,3,460,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,30,1,2,4,72,2,1,3,450,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,23,1,2,4,48,2,2,2,490,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,24,1,2,2,48,2,2,1,50,0,2,1,1,2,2,2,2,1,2
2,"LIMA",1,42,1,2,2,56,2,2,2,300,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,23,1,2,12,66,2,2,2,150,0,1,1,1,2,2,2,2,1,2
2,"LIMA",2,24,1,2,7,48,2,2,2,150,0,1,2,1,2,2,2,2,1,2
2,"LIMA",2,43,1,2,2,70,2,2,1,30,0,1,2,2,2,2,2,2,1,2
2,"LIMA",1,39,1,2,1,60,2,2,2,400,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,53,3,2,2,28,2,2,NA,NA,NA,1,2,1,2,2,2,2,1,2
2,"LIMA",2,38,2,2,2,24,2,2,4,500,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,20,1,2,6,70,2,2,4,600,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,47,1,2,20,49,2,2,4,1100,0,1,2,1,2,2,2,2,2,2
2,"LIMA",2,37,1,1,10,72,2,2,3,930,0,1,2,2,2,2,2,2,1,2
2,"LIMA",2,18,1,1,8,28,2,2,2,100,0,1,1,2,2,2,2,2,2,2
2,"LIMA",2,32,1,2,4,35,2,2,2,150,0,1,2,2,2,2,2,2,1,2
2,"LIMA",2,51,2,2,1,60,1,2,3,380,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,19,1,2,5,60,1,2,2,250,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,18,1,2,5,60,2,2,2,250,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,25,1,2,4,84,2,2,2,220,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,36,1,2,8,72,2,2,2,250,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,18,2,2,2,72,2,2,2,250,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,26,1,2,12,72,2,2,2,230,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,29,1,2,5,72,2,2,2,230,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,32,1,2,3,72,2,2,2,220,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,41,1,1,15,63,2,1,4,1300,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,40,1,1,35,54,1,2,3,1100,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,27,1,1,14,54,1,2,2,230,0,2,2,1,2,2,1,2,1,2
2,"LIMA",1,27,1,2,50,48,1,1,2,250,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,24,1,2,15,84,2,2,2,230,0,2,2,2,2,2,2,2,1,2
2,"LIMA",2,53,1,1,2,48,1,2,4,930,0,1,2,1,2,2,2,2,1,2
2,"LIMA",2,42,1,2,15,48,2,2,3,550,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,57,1,1,20,48,1,1,3,1000,40,2,2,1,2,2,2,2,2,2
2,"LIMA",1,71,1,2,0,60,1,2,3,600,0,1,1,1,2,2,2,2,2,2
2,"LIMA",2,65,2,2,1,3,1,2,1,25,0,1,1,1,2,2,2,2,2,2
2,"LIMA",2,43,1,2,15,48,1,1,3,465,0,1,1,1,2,2,2,2,1,2
2,"LIMA",1,19,1,2,0,60,1,1,4,1300,0,2,1,2,2,2,2,2,1,2
2,"LIMA",1,32,1,1,0,54,1,2,2,245,0,2,2,1,2,2,2,2,2,2
3,"LIMA",1,33,1,2,15,48,2,2,4,930,850,2,2,1,2,2,2,2,1,2
3,"LIMA",1,17,1,2,5,60,2,2,4,1000,800,2,2,2,2,2,2,2,1,2
3,"LIMA",2,33,1,2,5,80,2,2,4,900,850,2,2,1,2,2,2,2,1,2
3,"LIMA",2,30,1,2,4,54,2,2,3,500,500,2,1,1,2,2,2,2,1,2
3,"LIMA",2,30,1,1,40,60,2,2,4,1800,1700,2,2,1,2,2,2,2,1,2
3,"LIMA",2,32,1,2,4,74,2,2,2,200,150,1,2,1,2,2,2,2,1,2
3,"LIMA",2,38,2,2,1,72,2,2,4,1000,800,1,2,1,2,2,2,2,1,2
3,"LIMA",1,48,1,2,6,49,2,2,4,1000,850,1,2,1,2,2,2,2,2,2
3,"LIMA",1,36,1,2,2,84,2,2,4,930,900,2,2,1,2,2,2,2,1,2
3,"LIMA",2,43,1,2,5,70,2,2,4,1600,800,1,2,1,2,2,2,2,1,2
3,"LIMA",1,25,1,2,17,40,2,2,4,1750,800,1,2,1,2,2,2,2,2,2
3,"LIMA",2,37,1,2,10,72,2,2,3,600,550,2,2,1,2,2,2,2,1,2
3,"LIMA",2,28,2,2,1,72,2,2,4,1000,600,1,2,1,2,2,2,2,1,2
3,"LIMA",1,33,1,2,10,44,2,2,4,1000,700,1,2,1,2,2,2,2,1,2
3,"LIMA",1,29,1,2,2,84,2,2,4,1000,950,1,2,1,2,2,2,2,2,2
3,"LIMA",2,29,2,2,1,91,2,2,4,1200,1150,1,2,1,2,2,2,2,2,2
3,"LIMA",1,29,1,2,12,60,2,2,3,600,0,1,2,1,2,2,2,2,2,2
3,"LIMA",1,37,1,2,15,66,2,2,3,600,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,36,1,1,18,44,2,2,4,930,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,45,1,2,6,60,2,2,3,600,0,2,2,1,2,2,2,2,2,2
3,"LIMA",2,45,1,2,20,60,2,2,3,600,0,1,2,1,2,2,2,2,2,2
3,"LIMA",2,51,2,2,1,70,2,2,2,150,0,1,2,2,2,2,2,2,2,2
3,"LIMA",2,50,1,2,20,72,2,2,3,475,0,2,2,2,2,2,2,2,2,2
3,"LIMA",1,36,1,2,5,84,2,2,3,450,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,33,1,2,8,84,2,2,3,500,0,1,2,2,2,2,2,2,1,2
3,"LIMA",2,49,2,2,2,72,2,2,4,930,0,1,2,1,2,2,2,2,2,2
3,"LIMA",2,18,1,2,10,63,2,2,3,475,0,2,2,2,2,2,2,2,2,2
3,"LIMA",2,45,1,2,2,72,1,2,3,475,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,48,1,2,10,84,1,2,3,475,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,31,1,2,7,48,1,2,2,210,0,2,2,1,2,2,2,2,2,2
3,"LIMA",2,19,1,2,2,84,1,1,3,500,0,1,2,2,2,2,2,2,2,2
3,"LIMA",2,25,1,2,8,72,1,2,3,600,0,1,2,1,2,2,2,2,2,2
3,"LIMA",1,29,1,2,12,60,1,2,3,475,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,27,1,2,15,60,1,2,3,500,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,32,1,2,10,72,1,2,3,500,0,1,2,2,1,2,2,2,2,2
3,"LIMA",1,24,1,1,12,60,2,2,3,465,0,1,1,2,2,2,2,2,1,2
2,"LIMA",1,21,1,2,8,40,1,2,1,35,8,1,2,1,2,2,2,2,1,2
2,"LIMA",1,20,1,2,5,54,1,2,2,250,48,1,2,1,2,2,2,2,1,2
2,"LIMA",1,24,1,2,4,54,1,2,1,40,8,1,2,1,2,2,2,2,1,2
2,"LIMA",2,24,1,2,5,48,1,2,1,40,5,1,2,1,2,2,2,2,1,2
2,"LIMA",1,41,1,2,4,44,1,2,3,500,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,43,1,2,2,40,1,1,2,200,0,1,1,1,2,2,2,2,2,2
2,"LIMA",2,40,1,2,4,44,1,2,3,650,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,30,1,2,20,64,1,2,2,230,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,26,1,2,6,0,1,2,3,465,0,1,1,1,2,2,2,2,2,2
2,"LIMA",1,24,1,2,25,64,1,2,2,230,0,2,1,1,2,2,2,2,2,2
2,"LIMA",1,29,1,2,20,62,1,1,2,350,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,24,1,2,20,63,1,2,2,250,0,2,1,1,2,2,2,2,1,2
2,"LIMA",1,27,1,2,25,62,1,2,2,230,0,2,1,1,2,2,2,2,1,2
2,"LIMA",2,18,1,2,2,66,1,2,2,220,0,2,2,2,2,2,2,2,1,2
2,"LIMA",2,21,1,2,2,60,1,2,2,250,0,2,2,1,2,2,2,2,2,2
2,"LIMA",1,18,1,2,4,56,1,1,2,220,0,1,2,2,2,2,2,2,1,2
2,"LIMA",2,26,1,2,6,45,1,2,3,450,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,37,1,2,5,66,1,2,2,220,42,1,2,1,2,2,2,2,1,2
2,"LIMA",2,29,1,2,3,56,1,2,2,140,70,1,2,1,2,2,2,2,1,2
2,"LIMA",1,35,1,2,6,54,1,1,1,60,0,1,2,1,2,2,2,2,2,2
2,"LIMA",2,32,1,1,0,66,1,2,3,750,0,1,2,1,2,2,2,2,2,2
2,"LIMA",2,24,1,2,0,69,1,2,2,220,0,1,2,1,2,2,2,2,1,2
2,"LIMA",2,46,1,2,3,70,1,2,2,300,0,1,2,1,2,2,2,2,2,2
2,"LIMA",2,28,1,2,3,70,1,2,2,300,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,21,1,2,6,9,1,1,2,100,0,1,2,2,2,2,2,2,1,2
2,"LIMA",1,18,1,2,8,48,1,2,2,200,0,1,2,2,2,2,2,2,1,2
2,"LIMA",1,28,1,2,5,78,2,2,2,350,0,1,2,1,2,2,2,2,2,2
2,"LIMA",2,20,1,2,3,66,2,2,4,930,0,1,2,2,2,2,2,2,1,2
2,"LIMA",1,43,1,2,5,78,2,2,2,250,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,18,1,2,10,78,2,2,4,900,0,1,2,2,2,2,2,2,2,2
2,"LIMA",1,43,1,2,5,72,2,2,4,930,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,43,1,2,1,72,2,2,4,1000,0,1,2,2,2,2,2,2,2,2
2,"LIMA",1,19,1,2,10,78,2,2,2,280,0,1,2,2,2,2,2,2,1,2
2,"LIMA",1,36,1,2,1,48,2,2,1,35,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,28,1,2,5,72,2,2,3,425,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,50,1,2,12,55,2,1,3,700,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,18,1,2,12,55,2,2,2,250,0,1,2,2,2,2,2,2,2,2
3,"LIMA",2,19,1,2,12,45,2,2,4,400,0,1,2,2,2,2,2,2,1,2
3,"LIMA",1,29,1,2,15,60,2,1,2,220,0,1,1,2,2,2,2,2,1,2
3,"LIMA",2,27,1,2,9,48,2,1,2,250,0,2,2,2,2,2,2,2,1,2
3,"LIMA",1,24,1,2,5,56,2,1,2,150,0,1,1,2,2,2,2,2,2,2
3,"LIMA",2,20,1,2,6,48,2,1,3,900,0,2,1,1,2,2,2,2,1,2
3,"LIMA",2,29,1,2,12,70,2,2,4,1200,0,2,2,2,2,2,2,2,1,2
3,"LIMA",1,33,1,2,6,60,2,2,2,240,0,1,1,1,2,2,2,2,1,2
3,"LIMA",1,33,1,2,12,62,2,2,4,1000,0,2,1,1,2,2,2,2,2,2
3,"LIMA",1,36,1,2,7,70,2,2,2,600,0,1,1,1,2,2,2,2,1,2
3,"LIMA",1,39,1,2,2,60,2,1,2,450,0,2,1,1,2,2,2,2,2,2
3,"LIMA",2,33,1,2,8,48,2,1,2,300,0,1,1,1,2,2,2,2,1,2
3,"LIMA",1,30,1,2,6,48,2,2,2,250,0,1,2,2,2,2,2,2,1,2
3,"LIMA",2,35,1,2,6,48,2,1,4,700,0,1,1,1,2,2,2,2,1,2
3,"LIMA",1,51,1,2,2,126,2,2,1,32,0,2,1,1,2,2,2,2,1,2
3,"LIMA",2,54,1,1,6,60,2,2,2,300,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,22,1,1,10,48,2,2,3,500,0,2,1,2,2,2,2,2,1,2
3,"LIMA",2,32,1,2,3,53,2,2,2,250,0,1,1,1,2,2,2,2,1,2
3,"LIMA",2,30,2,2,1,72,2,2,4,1300,0,1,1,2,2,2,2,2,2,2
3,"LIMA",2,25,1,2,10,42,1,1,3,1000,0,1,1,1,2,2,2,2,1,2
3,"LIMA",1,25,1,2,2,24,1,2,1,50,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,35,2,2,4,72,1,2,3,1400,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,35,1,2,2,60,1,2,3,1000,0,2,2,1,2,2,2,2,1,2
3,"LIMA",2,32,1,1,6,66,2,2,4,1000,0,2,2,1,2,2,2,2,1,2
3,"LIMA",1,39,1,2,6,54,1,2,2,350,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,36,1,2,2,52,1,2,2,360,0,1,1,1,2,2,2,2,1,2
3,"LIMA",1,55,1,2,3,71,1,2,2,320,0,1,1,1,2,2,2,2,1,2
3,"LIMA",1,49,1,2,3,72,1,2,3,600,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,39,1,2,0,72,2,2,4,5200,0,2,2,1,2,2,2,2,1,2
3,"LIMA",1,29,1,2,2,72,1,2,4,1500,0,1,2,2,2,2,2,2,1,2
3,"LIMA",1,26,1,1,2,72,1,2,3,1300,0,1,2,1,2,2,2,2,2,2
3,"LIMA",2,20,1,2,3,72,2,2,3,1200,0,1,2,1,2,2,2,2,2,2
3,"LIMA",2,45,1,1,12,72,2,2,3,1200,0,2,2,1,2,2,2,2,1,2
3,"LIMA",1,26,1,1,0,85,1,1,2,400,0,2,1,1,2,2,2,2,1,1
3,"LIMA",1,24,1,2,1,72,1,2,2,270,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,22,1,2,1,42,2,2,2,300,0,2,2,2,2,2,2,2,2,2
3,"LIMA",1,34,1,2,5,54,1,2,2,370,0,1,1,1,2,2,2,2,1,2
3,"LIMA",1,34,1,1,0,60,1,2,3,930,0,1,1,1,2,2,2,2,1,2
3,"LIMA",2,22,1,2,0,20,1,2,4,360,0,1,2,2,2,2,2,2,2,2
3,"LIMA",1,39,1,1,30,98,2,2,3,650,0,2,1,1,2,2,2,2,1,2
3,"LIMA",1,35,1,2,4,54,1,2,2,300,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,34,1,1,47,56,1,2,4,2500,0,2,1,1,2,2,2,2,1,2
2,"LIMA",1,38,1,2,3,60,1,2,1,35,8,1,2,1,2,2,2,2,1,2
2,"LIMA",2,43,1,2,5,50,1,1,2,167,0,1,1,1,2,2,2,2,2,2
2,"LIMA",1,19,1,2,3,84,2,1,1,40,0,1,2,2,2,2,2,2,2,2
2,"LIMA",2,23,1,2,6,66,1,2,3,500,0,1,2,2,2,2,2,2,1,2
2,"LIMA",1,21,1,2,15,60,2,2,2,240,50,2,2,1,2,2,2,2,1,2
2,"LIMA",1,20,1,2,18,45,1,2,2,233,0,1,1,1,2,2,2,2,1,2
2,"LIMA",2,24,1,2,13,69,1,2,2,300,0,1,2,1,2,2,2,2,1,2
2,"LIMA",2,49,1,2,4,60,1,1,2,270,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,34,1,2,4,72,1,2,2,300,50,1,2,2,2,2,2,2,1,2
2,"LIMA",1,41,1,2,50,72,2,2,3,520,0,1,1,1,2,2,2,2,1,2
2,"LIMA",1,37,1,2,60,65,1,1,2,270,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,29,1,2,4,84,2,2,2,240,42,1,2,1,2,2,2,2,1,2
2,"LIMA",1,25,1,2,2,72,2,1,1,42,0,2,1,1,2,2,2,2,1,2
2,"LIMA",2,28,1,2,5,84,2,2,2,250,30,1,2,2,2,2,2,2,1,2
2,"LIMA",2,32,2,2,2,60,2,2,3,650,50,2,2,1,2,2,2,2,2,2
2,"LIMA",1,33,1,2,2,77,2,2,1,20,0,1,1,1,2,2,2,2,1,2
2,"LIMA",2,22,1,1,2,77,2,2,1,15,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,23,1,2,20,84,2,2,2,300,70,2,2,1,2,2,2,2,1,2
2,"LIMA",2,23,1,2,1,60,2,2,2,280,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,29,1,2,10,70,2,2,2,200,70,1,1,1,2,2,2,2,1,2
2,"LIMA",1,20,1,2,2,84,2,2,2,210,56,1,2,1,2,2,2,2,1,2
2,"LIMA",1,20,1,2,4,91,2,2,1,35,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,29,1,2,2,60,2,2,2,200,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,32,1,2,2,91,2,2,2,250,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,32,2,2,3,84,2,2,3,600,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,36,1,1,20,54,2,2,4,930,90,1,2,1,2,2,2,2,1,2
2,"LIMA",2,41,1,2,2,49,2,2,1,20,12,1,2,1,2,2,2,2,1,2
2,"LIMA",1,18,1,2,4,56,2,2,3,350,150,1,2,2,2,2,2,2,2,2
2,"LIMA",1,26,1,2,10,72,2,2,3,500,0,2,2,1,2,2,2,2,2,2
2,"LIMA",2,28,1,2,30,30,2,2,1,20,0,1,2,1,2,2,2,2,2,2
2,"LIMA",2,25,1,2,2,78,2,2,1,30,0,1,2,1,2,2,2,2,1,2
2,"LIMA",2,24,1,2,2,54,2,2,3,300,56,1,2,2,2,2,2,2,2,2
2,"LIMA",1,31,1,2,2,60,2,2,2,250,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,31,1,2,5,84,2,2,3,450,0,1,2,2,2,2,2,2,1,2
1,"LIMA",1,38,1,2,2,87,1,1,2,150,36,1,2,1,2,2,2,2,1,2
1,"LIMA",2,35,1,2,4,84,1,2,2,150,6,2,2,1,2,2,2,2,1,2
1,"LIMA",1,60,1,1,9,48,1,2,3,600,0,1,2,2,2,2,2,2,2,2
1,"LIMA",1,28,1,2,2,60,2,1,2,220,0,1,2,1,2,2,2,2,1,2
1,"LIMA",1,34,1,1,15,72,1,2,4,930,0,1,2,1,2,2,2,2,1,2
1,"LIMA",1,32,1,2,3,66,1,2,2,210,6,1,2,1,2,2,2,2,2,2
1,"LIMA",1,28,1,2,3,84,2,2,2,200,16,2,2,1,2,2,2,2,1,2
1,"LIMA",1,31,1,2,15,70,2,2,1,50,0,1,2,1,2,2,2,2,1,2
1,"LIMA",1,29,1,2,4,54,2,2,2,220,0,1,2,1,2,2,2,2,1,2
1,"LIMA",1,24,1,2,3,77,1,2,2,150,7,1,2,1,2,2,2,2,2,2
1,"LIMA",2,24,1,2,2,70,2,2,2,220,0,2,2,1,2,2,2,2,1,2
1,"LIMA",1,18,1,2,2,0,2,2,2,220,0,2,2,2,2,2,2,2,1,2
1,"LIMA",1,37,1,2,5,84,1,2,2,300,0,1,2,1,2,2,2,2,1,2
1,"LIMA",2,48,1,2,4,60,2,1,2,200,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,40,1,2,2,72,1,2,2,240,8,2,2,1,2,2,2,2,1,2
2,"LIMA",2,46,1,2,15,72,1,2,2,230,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,20,1,2,15,66,1,2,2,230,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,22,1,1,15,48,1,2,3,450,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,29,1,2,21,60,1,2,4,1200,0,1,2,1,2,2,2,2,1,2
3,"TUMBES",2,25,1,1,15,60,2,2,4,930,0,1,2,1,2,2,2,2,1,2
3,"TUMBES",1,25,1,2,6,84,2,2,3,600,0,1,2,2,2,2,2,2,2,2
3,"TUMBES",1,26,1,2,4,70,2,2,2,250,0,2,2,2,2,2,2,2,1,2
3,"TUMBES",2,24,1,2,5,48,1,1,2,180,0,2,2,1,2,2,2,2,1,2
3,"TUMBES",1,23,1,2,6,66,2,2,2,200,0,1,2,2,2,2,2,2,1,2
3,"TUMBES",1,30,1,1,4,58,2,1,2,250,0,1,1,2,2,2,2,2,1,2
3,"TUMBES",1,38,1,2,4,46,1,2,2,180,0,1,1,2,2,2,2,2,2,2
3,"TUMBES",1,22,1,2,12,70,2,2,2,210,0,1,1,2,2,2,2,2,1,2
3,"TUMBES",1,28,1,2,12,70,2,1,2,210,0,1,1,2,2,2,2,2,1,2
3,"TUMBES",1,29,1,2,12,70,2,2,2,210,0,1,2,2,2,2,2,2,1,2
3,"TUMBES",1,26,1,2,8,84,2,2,2,200,0,1,1,1,2,2,2,2,1,2
3,"TUMBES",2,24,1,2,8,72,2,2,2,200,0,1,2,1,2,2,2,2,1,2
3,"TUMBES",2,19,1,2,2,71,2,2,3,450,0,1,2,2,2,2,2,2,2,2
2,"TUMBES",1,34,1,2,50,72,2,2,4,1200,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,28,1,2,9,84,2,1,2,200,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,25,1,2,9,84,2,1,2,300,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,29,1,2,8,60,2,2,2,220,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,47,1,2,2,70,2,2,1,30,0,1,2,2,2,2,2,2,1,2
2,"TUMBES",2,29,1,2,3,112,2,1,2,210,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,24,1,2,3,12,2,2,1,30,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",2,23,1,2,3,84,2,2,2,150,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,40,1,2,0,98,2,2,4,650,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,35,1,2,0,98,2,2,4,630,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,69,1,2,4,10,2,2,1,25,0,1,2,2,1,2,2,2,1,2
2,"TUMBES",2,38,1,2,2,84,2,2,3,470,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,18,1,2,3,84,2,2,4,930,0,1,2,2,2,2,2,2,1,2
2,"TUMBES",1,23,1,2,2,72,2,1,1,30,0,1,2,2,2,2,2,2,2,2
2,"TUMBES",2,22,1,2,1,84,2,2,2,180,0,1,2,2,2,2,2,2,1,2
2,"TUMBES",2,19,1,2,9,60,2,1,1,50,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,19,1,2,20,72,2,1,4,1200,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,24,2,2,1,66,2,2,3,350,0,1,2,2,2,2,2,2,1,2
2,"TUMBES",1,25,1,2,2,42,1,1,2,120,0,1,2,1,2,2,2,2,1,1
2,"TUMBES",2,38,1,2,4,54,2,2,1,30,0,1,1,1,2,2,2,2,1,2
2,"TUMBES",2,18,1,2,4,54,2,2,1,30,0,1,1,2,2,2,2,2,1,2
2,"TUMBES",2,43,1,2,4,84,2,2,1,30,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,29,1,2,7,72,2,2,1,30,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,20,1,2,2,48,2,2,1,30,0,1,1,1,2,2,2,2,1,2
2,"TUMBES",2,17,1,2,4,42,2,2,1,25,0,1,2,2,2,2,2,2,2,2
2,"TUMBES",1,29,1,2,2,40,2,1,1,30,0,1,1,1,2,2,2,2,1,2
2,"TUMBES",2,22,1,2,8,84,2,2,1,40,0,1,1,1,2,2,2,2,1,2
2,"TUMBES",1,42,1,2,2,60,2,2,2,200,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,37,1,2,30,35,2,2,4,930,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",2,38,1,2,5,36,2,2,3,465,0,1,2,2,2,2,2,2,1,2
2,"TUMBES",1,40,1,2,1,98,2,2,1,30,0,1,2,1,2,2,2,2,2,2
1,"TUMBES",1,28,1,2,10,72,2,2,2,240,0,1,2,1,2,2,2,2,1,2
1,"TUMBES",1,32,1,2,8,84,2,2,1,25,0,1,2,1,2,2,2,2,1,2
1,"TUMBES",2,56,2,2,1,62,2,2,1,15,0,1,1,1,2,2,2,2,1,2
1,"TUMBES",1,24,1,1,8,84,2,2,2,250,0,1,2,1,2,2,2,2,2,2
1,"TUMBES",1,32,1,2,50,84,2,2,2,240,0,1,1,2,2,2,2,2,1,2
1,"TUMBES",1,40,1,2,8,84,2,2,2,200,0,1,2,1,2,2,2,2,1,2
1,"TUMBES",1,31,1,2,6,48,2,2,1,30,0,1,2,1,2,2,2,2,1,2
1,"TUMBES",2,26,1,2,2,42,1,2,1,15,0,1,2,2,2,2,2,2,2,2
1,"TUMBES",1,28,1,2,2,84,2,2,1,15,0,1,1,1,2,2,2,2,1,2
1,"TUMBES",1,26,1,1,8,60,2,2,2,240,0,1,1,1,2,2,2,2,2,2
1,"TUMBES",1,47,1,2,8,72,2,2,2,220,0,1,2,1,2,2,2,2,1,2
1,"TUMBES",1,39,1,2,4,48,2,2,2,120,0,1,2,1,2,2,2,2,2,2
1,"TUMBES",2,25,1,2,8,84,2,2,1,50,0,1,2,1,2,2,2,2,2,2
1,"TUMBES",1,19,1,2,4,45,1,2,1,35,0,1,2,2,2,2,2,2,2,2
1,"TUMBES",2,23,1,1,8,90,1,1,1,50,0,1,2,2,2,2,2,2,2,2
1,"TUMBES",2,22,1,2,8,84,2,2,1,50,0,1,2,2,2,2,2,2,2,2
1,"TUMBES",2,26,1,2,8,84,2,2,1,50,0,1,2,1,2,2,2,2,2,2
1,"TUMBES",1,22,1,2,4,60,2,2,2,150,0,1,1,2,2,2,2,2,2,2
1,"TUMBES",1,28,1,2,4,48,2,2,2,180,0,1,2,1,2,2,2,2,2,2
1,"TUMBES",2,35,2,2,1,56,2,2,3,375,0,1,2,2,2,2,2,2,2,2
1,"TUMBES",1,28,1,2,12,60,2,2,2,240,0,1,2,1,2,2,2,2,1,2
1,"TUMBES",2,48,1,1,5,112,2,2,1,30,30,1,1,1,2,2,2,2,1,2
3,"ANCASH",1,36,1,1,110,0,2,2,3,800,150,1,2,1,2,2,2,2,1,2
3,"ANCASH",2,33,1,2,4,48,2,2,3,400,150,1,2,2,2,2,2,2,2,2
3,"ANCASH",1,24,1,1,4,72,2,2,2,380,72,1,1,1,2,2,2,2,1,2
3,"ANCASH",1,28,1,1,300,70,2,2,2,350,0,1,2,1,2,2,2,2,2,2
2,"ANCASH",2,46,1,2,2,72,2,2,1,40,7,1,2,1,2,2,2,2,1,2
2,"ANCASH",1,53,1,2,3,72,2,2,2,400,25,1,1,1,2,2,2,2,1,2
