"ESTRATO","DEPARTAMENTO","P204","P205_A","P612","P613","P614_T","P615_T","P617","P619","P621","P622_1","P622_2","P625","P635","P636","P638_1","P638_2","P638_3","P638_4","P639_1","P639_1_1","P639_1_2","P639_1_3","P639_2"
3,"LIMA",2,38,3,2,300,77,2,2,2,280,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,19,3,2,4,58,2,2,3,450,18,1,1,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,31,3,2,20,70,2,2,2,240,0,1,2,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,36,3,1,10,84,2,2,3,600,300,2,2,1,2,2,2,2,2,NA,NA,NA,1
3,"LIMA",2,51,6,2,1,55,2,2,2,300,100,1,2,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,28,3,2,5,50,2,1,2,250,60,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,37,3,2,10,72,2,2,2,300,0,1,2,1,2,2,2,2,1,1,2,2,2
3,"LIMA",2,34,6,2,2,48,2,2,2,210,60,2,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",2,28,6,2,1,55,2,1,2,350,50,2,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",1,30,3,2,200,48,2,2,2,250,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,46,3,2,75,66,2,2,2,300,0,1,3,1,2,2,2,2,1,1,4,2,2
3,"LIMA",2,42,6,2,1,84,2,2,4,600,0,1,2,1,2,2,2,2,1,1,4,3,2
3,"LIMA",1,27,3,2,60,58,2,2,2,308,0,2,3,1,2,2,2,2,1,1,3,2,2
3,"LIMA",2,30,3,2,60,58,2,2,2,308,0,2,3,1,2,2,2,2,1,1,3,2,2
3,"LIMA",1,44,3,2,4,55,2,1,4,800,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",1,65,3,2,4,50,1,2,2,320,0,1,3,1,2,2,2,2,1,1,6,1,2
4,"LIMA",1,32,3,2,25,30,2,2,3,490,160,2,2,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,34,3,1,120,72,2,2,2,260,0,2,1,1,2,2,2,2,1,2,3,1,2
3,"LIMA",2,40,3,1,50,59,2,2,3,600,0,1,1,2,2,2,2,2,1,2,4,1,2
3,"LIMA",1,27,3,2,4,54,1,2,2,200,36,1,2,1,2,2,2,2,1,1,3,1,2
3,"LIMA",2,25,3,2,5,72,2,2,2,220,0,1,3,1,2,2,2,2,1,2,4,1,2
3,"LIMA",1,32,3,2,3,60,2,2,2,300,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,31,3,2,10,60,1,1,2,280,0,1,1,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,27,3,2,2,15,1,2,1,20,0,1,2,1,2,2,2,2,1,1,4,1,2
3,"LIMA",1,17,3,2,3,60,1,1,2,250,70,2,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,35,3,2,115,72,2,2,1,30,0,1,3,2,2,2,2,2,1,2,3,1,2
3,"LIMA",2,43,6,2,1,25,1,2,4,360,0,1,1,1,2,2,2,2,1,2,2,1,2
3,"LIMA",1,24,3,2,12,60,2,1,2,400,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,23,3,2,25,68,1,1,2,200,0,1,2,1,2,2,2,2,1,2,6,1,2
3,"LIMA",1,39,3,2,3,48,1,1,2,450,0,2,1,1,2,2,2,2,1,2,4,3,2
3,"LIMA",1,23,3,2,2,72,2,2,2,250,0,1,1,1,2,2,2,2,1,1,2,1,2
3,"LIMA",2,22,3,2,4,54,2,2,2,250,0,1,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",1,27,3,2,4,7,1,1,1,30,0,1,2,2,2,2,2,2,1,2,6,1,2
3,"LIMA",1,28,3,2,5,48,2,2,3,600,0,2,1,1,2,2,2,2,1,2,6,2,2
3,"LIMA",2,20,3,2,7,54,1,2,2,250,0,1,1,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,21,3,2,20,98,2,1,2,300,0,2,3,1,2,2,2,2,1,1,6,1,2
3,"LIMA",2,23,3,2,8,60,2,2,2,290,12,2,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",2,30,3,2,4,60,2,2,2,230,0,2,2,2,2,2,2,2,1,2,2,1,2
3,"LIMA",2,46,3,1,12,48,2,1,3,470,0,1,1,1,2,2,2,2,1,2,3,1,2
3,"LIMA",1,36,3,1,20,44,1,2,2,300,40,1,2,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,38,3,2,7,63,2,2,2,400,0,2,1,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,29,3,2,7,48,2,2,4,930,0,1,2,1,2,2,2,2,1,2,4,1,2
3,"LIMA",1,29,3,2,6,54,1,2,2,250,0,1,1,1,2,2,2,2,1,2,4,1,2
4,"LIMA",1,32,3,1,20,66,2,2,2,250,0,1,3,1,2,2,2,2,1,1,2,3,2
4,"LIMA",1,41,3,2,2,54,2,2,2,250,0,1,3,1,2,2,2,2,1,2,4,2,2
4,"LIMA",1,29,3,2,4,58,1,2,2,400,0,1,3,1,2,2,2,2,1,1,2,2,2
4,"LIMA",2,21,3,2,2,32,1,1,4,350,0,1,3,2,2,2,2,2,1,2,2,1,2
4,"LIMA",1,32,3,2,4,54,2,2,2,400,0,1,3,1,2,2,2,2,1,1,2,1,1
2,"LIMA",2,31,3,2,6,66,2,2,2,300,0,2,1,1,2,2,2,2,1,2,2,1,2
4,"LIMA",1,48,3,2,11,84,2,1,4,1000,0,1,3,1,2,2,2,2,1,1,2,2,2
4,"LIMA",2,19,3,2,15,60,2,2,2,250,0,1,3,2,2,2,2,2,1,1,2,1,2
4,"LIMA",1,44,3,2,10,66,2,2,2,250,0,2,3,1,2,2,2,2,1,1,3,1,2
4,"LIMA",2,32,6,2,2,54,2,2,3,500,60,2,3,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",1,24,3,2,4,62,2,2,2,300,0,2,3,2,2,2,2,2,1,1,3,2,2
4,"LIMA",2,52,6,2,4,70,2,2,2,280,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,32,3,2,16,50,1,2,3,600,0,2,1,1,2,2,2,2,1,1,2,1,2
2,"LIMA",2,33,3,1,300,45,1,2,4,930,0,2,3,1,2,2,2,2,1,1,4,3,2
2,"LIMA",1,32,3,2,2,56,2,2,2,300,0,2,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",2,28,3,1,10,55,2,2,4,930,0,1,3,2,2,2,2,2,1,1,2,1,2
2,"LIMA",2,24,3,2,10,50,2,2,2,300,0,2,2,1,2,2,2,2,1,1,2,1,2
2,"LIMA",2,19,3,2,20,52,2,2,4,1200,0,2,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,15,3,2,100,27,1,2,4,250,0,1,3,2,2,2,2,2,1,1,4,1,2
2,"LIMA",2,25,3,2,3,67,2,2,3,500,0,1,3,2,2,2,2,2,1,1,4,1,2
2,"LIMA",1,28,3,2,3,66,2,2,2,250,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",1,38,3,2,10,74,2,2,2,360,21,1,1,1,2,2,2,2,1,2,3,1,2
3,"LIMA",1,28,3,2,6,60,2,2,2,300,0,1,2,1,2,2,2,2,1,1,2,1,2
3,"LIMA",2,26,3,2,6,60,2,2,2,300,0,1,3,1,2,2,2,2,1,1,2,2,2
4,"LIMA",1,20,3,2,25,54,2,2,4,1150,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",1,38,3,2,5,84,1,2,1,120,0,1,3,2,2,2,2,2,1,1,4,2,2
4,"LIMA",2,31,3,2,2,63,2,2,2,220,0,1,3,2,2,2,2,2,1,1,4,2,2
4,"LIMA",1,40,3,2,2,72,2,2,2,300,0,1,3,1,2,2,2,2,1,1,2,1,2
4,"LIMA",1,42,3,2,3,77,2,2,1,50,0,1,3,1,2,2,2,2,1,1,4,1,2
4,"LIMA",1,22,3,2,7,78,2,2,1,80,0,2,3,1,2,2,2,2,1,1,4,1,2
4,"LIMA",1,16,3,2,7,78,2,2,1,50,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,24,3,2,7,72,2,2,2,300,0,2,2,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,28,3,1,4,72,2,2,3,600,0,1,3,1,2,2,2,2,1,1,5,2,2
3,"LIMA",2,24,3,2,4,48,2,2,1,40,0,1,3,2,2,2,2,2,1,1,4,1,2
3,"LIMA",1,27,3,2,2,48,2,2,1,70,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,39,3,1,9,72,2,2,4,1800,0,1,2,1,2,2,2,2,1,1,4,2,2
3,"LIMA",2,33,3,2,4,66,2,2,3,600,0,2,3,2,2,2,2,2,1,1,4,2,2
3,"LIMA",1,46,3,2,3,66,2,2,2,350,0,1,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,27,3,2,3,72,2,2,4,1200,0,1,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",1,32,3,1,50,90,2,2,3,800,0,1,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",2,28,3,2,2,56,2,2,4,4000,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,52,3,2,6,40,2,2,3,450,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,36,3,2,11,72,2,1,2,250,0,1,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,30,3,2,3,40,2,2,2,200,0,1,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",1,30,3,2,12,48,2,2,3,1000,0,2,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",2,30,3,2,8,24,2,2,4,300,0,2,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",2,42,6,2,1,18,2,2,2,280,30,2,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",2,30,3,2,3,72,2,2,2,230,0,2,3,2,2,2,2,2,1,1,3,1,2
3,"LIMA",2,30,3,1,10,40,2,2,3,600,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,24,3,2,10,54,2,2,2,220,0,1,3,2,2,2,2,2,1,1,4,1,2
3,"LIMA",2,30,3,2,7,60,2,2,2,250,48,1,3,1,2,2,2,2,1,1,2,2,2
3,"LIMA",1,52,3,2,2,60,2,2,2,500,0,1,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",2,45,3,2,2,63,2,2,2,290,0,1,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",1,19,3,2,6,60,2,2,2,180,48,1,3,2,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,31,3,2,3,60,2,2,3,5500,0,1,3,1,2,2,2,2,1,2,4,1,2
1,"LIMA",1,24,3,1,5,60,2,2,3,550,0,1,1,1,2,2,2,2,1,1,3,2,2
1,"LIMA",2,30,3,2,18,54,2,2,4,1030,0,1,3,1,2,2,2,2,1,1,3,2,2
1,"LIMA",1,23,3,2,4,70,1,2,2,400,0,1,1,1,2,2,2,2,1,1,4,2,2
1,"LIMA",2,32,3,2,5,72,2,1,2,300,0,1,1,1,2,2,2,2,1,1,3,2,1
1,"LIMA",2,20,3,2,5,48,2,2,2,240,60,1,3,2,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",2,25,3,1,5,70,2,2,2,240,84,1,1,1,2,2,2,2,1,2,5,1,2
1,"LIMA",1,27,3,2,10,44,2,2,4,1000,0,1,3,1,2,2,2,2,1,2,3,1,2
1,"LIMA",1,18,3,2,12,55,2,2,2,250,0,1,1,2,2,2,2,2,1,1,3,1,2
1,"LIMA",2,29,3,2,2,24,1,2,4,600,0,2,1,2,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",2,39,3,2,15,52,1,2,4,1200,0,1,1,1,2,2,2,2,1,1,4,1,2
1,"LIMA",1,41,3,1,1000,66,2,2,2,350,0,2,1,1,2,2,2,2,1,2,2,1,2
1,"LIMA",2,34,3,2,14,76,1,1,2,200,0,1,1,1,2,2,2,2,1,1,4,2,2
1,"LIMA",1,38,3,2,2,30,2,2,2,350,0,1,3,1,2,2,2,2,1,2,7,1,2
1,"LIMA",2,25,6,2,1,60,1,2,2,100,120,1,3,1,2,2,2,2,1,1,4,2,2
1,"LIMA",1,29,3,2,2,46,1,2,3,550,0,1,3,1,2,2,2,2,1,1,3,2,2
1,"LIMA",2,34,3,2,3,52,1,2,3,465,0,1,1,1,2,2,2,2,1,1,3,1,2
1,"LIMA",2,37,3,2,9,56,1,1,2,200,0,1,3,1,2,2,2,2,1,1,5,2,2
1,"LIMA",1,45,3,2,3,56,2,1,2,250,0,1,2,1,2,2,2,2,1,1,5,1,2
1,"LIMA",1,26,3,2,16,72,2,1,4,950,0,1,1,2,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",2,26,3,2,8,60,2,2,3,250,0,1,3,2,2,2,2,1,1,1,2,1,2
1,"LIMA",1,59,3,2,200,72,2,2,2,292,0,1,3,2,2,2,2,2,1,1,2,2,2
1,"LIMA",1,23,3,2,150,66,1,2,2,350,0,1,3,2,2,2,2,2,1,1,3,1,2
1,"LIMA",2,43,3,2,2,60,2,2,2,240,0,1,3,2,2,2,2,2,1,1,2,1,2
1,"LIMA",1,30,3,2,2,55,1,2,2,250,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",2,30,3,2,200,60,1,2,4,600,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",2,47,3,2,6,66,2,2,3,450,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,17,3,2,2,72,2,1,2,150,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",2,63,6,2,2,54,1,2,2,75,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,52,3,2,30,60,1,1,1,72,0,1,2,1,2,2,2,2,1,2,2,1,1
3,"LIMA",1,55,3,2,10,56,2,2,4,4810,0,1,3,2,2,2,2,2,1,1,3,3,1
2,"LIMA",2,25,3,2,20,84,2,2,2,380,0,1,2,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,23,3,2,20,84,2,2,1,50,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,33,3,1,10,66,2,2,3,1300,0,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,35,3,1,4,50,2,2,4,2700,0,1,3,1,2,2,2,2,1,1,4,3,2
2,"LIMA",1,57,3,1,40,63,2,2,2,270,0,1,3,1,2,2,2,2,1,2,3,1,2
2,"LIMA",1,36,3,2,15,60,2,2,4,1200,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,21,3,2,3,48,2,2,3,470,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,36,3,2,9,54,2,2,3,930,0,1,3,1,2,2,2,2,1,2,5,1,2
2,"LIMA",1,29,3,2,3,66,2,2,3,600,0,2,1,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,30,3,2,15,54,2,2,4,1200,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,34,3,2,15,60,2,2,4,1200,0,2,3,1,2,2,2,2,1,2,4,1,2
2,"LIMA",2,28,3,2,8,48,2,2,4,950,200,1,1,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,41,3,2,3,60,2,2,3,700,150,2,3,2,2,2,2,2,1,2,4,1,2
2,"LIMA",1,32,3,2,15,63,2,2,3,650,0,1,1,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,31,3,2,6,50,2,2,4,1200,0,2,1,2,2,2,2,2,1,1,4,1,2
2,"LIMA",2,27,3,2,15,40,2,2,4,930,0,2,1,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,31,3,2,12,48,2,2,2,250,0,1,3,1,2,2,2,2,1,2,2,1,2
3,"LIMA",1,26,3,2,4,48,2,2,3,500,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,26,3,1,100,48,2,2,3,1200,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,27,3,2,100,60,1,2,4,930,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,54,3,2,3,72,2,2,4,930,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,18,3,2,8,60,1,2,4,930,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,28,3,2,15,48,1,2,3,930,0,2,2,1,2,2,2,2,1,1,4,1,2
3,"LIMA",1,17,3,2,8,70,1,2,4,960,0,1,2,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,28,3,2,4,48,1,1,3,830,0,2,3,1,2,2,2,2,1,1,6,1,2
2,"LIMA",2,30,3,2,15,48,1,2,4,930,0,2,2,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,22,3,2,25,60,2,2,4,1400,0,1,3,1,2,2,2,2,1,1,5,2,2
1,"LIMA",1,20,3,2,17,48,1,2,2,230,0,1,2,2,2,2,2,2,1,2,4,1,2
1,"LIMA",2,40,3,2,7,48,1,2,2,230,0,1,3,1,2,2,2,2,1,2,3,1,2
1,"LIMA",1,63,3,2,2,48,2,2,4,930,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,33,3,2,2,60,2,2,4,1000,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",1,40,3,2,13,25,2,2,2,165,0,1,2,1,2,2,2,2,1,1,3,1,2
4,"LIMA",2,39,3,2,13,15,1,2,2,120,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",2,18,3,2,13,0,2,2,2,150,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,31,3,2,5,64,2,2,2,360,0,1,1,1,2,2,2,2,1,1,3,1,1
3,"LIMA",1,44,3,2,4,91,2,2,1,30,14,1,2,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,55,3,2,14,44,1,1,2,440,0,1,2,1,2,2,2,2,1,1,3,2,2
3,"LIMA",1,25,3,2,5,78,2,2,2,250,0,1,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",1,28,3,2,7,51,2,2,4,930,0,2,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",1,25,3,2,5,78,2,2,2,200,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,21,3,2,5,78,2,1,2,200,54,1,1,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,48,3,2,30,62,2,2,2,250,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,24,3,2,30,62,2,2,2,280,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,36,3,2,2,84,2,2,1,30,0,1,1,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,36,3,2,25,54,2,2,2,350,216,2,1,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",1,30,3,2,3,33,2,1,1,30,8,1,2,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",1,26,3,2,5,56,1,2,2,500,0,1,3,1,2,2,2,2,1,1,4,3,2
4,"LIMA",2,29,3,2,2,54,2,1,2,180,54,1,3,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",1,37,3,2,60,84,2,1,3,650,0,1,1,1,2,2,2,2,1,1,3,2,2
3,"LIMA",2,45,6,2,1,72,2,2,3,900,0,2,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",2,25,3,2,5,60,2,2,2,220,0,1,3,2,2,2,2,2,1,1,4,1,2
3,"LIMA",2,19,3,2,2,84,2,2,2,325,0,1,3,2,2,2,2,2,1,1,3,1,2
3,"LIMA",1,20,3,2,4,54,2,2,2,250,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,31,3,2,3,48,2,2,4,900,0,1,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,31,3,2,2,42,2,2,4,800,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,37,3,2,2,54,2,2,4,1000,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,38,3,2,4,54,2,2,4,1000,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,36,3,2,5,54,2,2,4,1200,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,35,3,2,3,60,2,2,1,50,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,32,3,2,2,48,2,2,4,930,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,23,3,2,2,84,2,2,2,232,0,1,2,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,28,3,1,3,72,2,2,4,930,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,26,3,1,2,44,1,2,3,1500,0,2,1,1,2,2,2,2,1,2,3,2,2
3,"LIMA",2,25,3,2,5,54,2,2,4,2000,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,33,3,2,2,63,2,2,2,250,0,1,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,25,3,2,2,66,2,2,3,500,0,2,2,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,35,3,2,2,48,2,2,4,930,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,29,3,2,3,48,2,2,2,250,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,22,3,2,2,66,2,2,3,500,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,34,3,2,3,72,2,2,2,200,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,29,3,2,5,48,2,2,4,900,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,51,3,2,3,32,2,2,4,930,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",2,49,3,2,2,33,1,1,2,100,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,16,3,2,2,20,1,1,2,80,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",2,45,3,1,2,50,2,2,4,8600,0,2,3,1,2,2,2,2,1,1,2,2,2
2,"LIMA",1,51,3,2,25,84,2,2,4,930,0,1,1,1,2,2,2,2,1,1,4,2,2
2,"LIMA",2,44,3,2,3,15,2,2,4,600,0,1,1,1,2,2,2,2,1,1,4,3,2
2,"LIMA",2,29,3,2,2,48,2,2,2,250,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,29,3,2,15,48,2,2,4,1300,0,2,3,1,1,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,36,3,1,8,84,2,2,2,700,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,37,3,2,2,70,2,2,2,500,0,1,3,2,2,2,2,2,1,1,2,2,2
1,"LIMA",2,26,3,1,4,60,2,2,4,1200,0,2,3,2,2,2,2,2,1,1,4,1,2
1,"LIMA",1,32,3,1,510,40,2,2,4,8000,0,1,3,1,2,2,2,2,1,1,4,2,2
1,"LIMA",1,36,3,1,3500,40,2,2,4,1500,0,1,3,1,2,2,2,2,1,1,4,2,2
1,"LIMA",2,32,3,1,60,40,2,2,4,3000,0,1,3,1,2,2,2,2,1,1,4,3,1
1,"LIMA",1,24,3,1,6,40,2,2,4,1200,0,1,3,1,2,2,2,2,1,1,3,2,2
1,"LIMA",1,45,3,1,52,58,2,2,4,7000,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",2,40,3,2,1000,30,2,2,4,800,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,41,3,1,3,44,2,2,3,1000,0,2,1,1,2,2,2,2,1,1,4,1,2
1,"LIMA",1,38,3,2,12,67,1,2,1,80,0,1,3,1,2,2,2,2,1,1,2,1,2
1,"LIMA",2,42,3,2,3,70,2,2,2,173,0,2,2,1,2,2,2,2,1,1,4,1,2
1,"LIMA",1,35,3,1,5,48,2,2,3,930,0,2,3,1,2,2,2,2,1,1,3,3,2
1,"LIMA",2,18,3,1,5,72,2,2,3,930,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,40,3,2,5,48,2,2,4,930,0,2,3,1,2,2,2,2,1,1,2,2,2
1,"LIMA",2,32,3,2,4,84,2,2,2,300,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,30,3,2,12,24,1,1,2,250,0,2,3,1,2,2,2,2,1,1,3,1,1
1,"LIMA",1,18,3,2,70,50,2,2,2,200,0,1,1,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",2,22,3,2,5,8,1,1,1,40,0,2,1,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,40,3,1,16,48,1,2,3,500,104,2,1,1,2,2,2,2,1,1,4,1,2
1,"LIMA",2,34,3,2,35,60,1,2,2,250,42,1,1,1,2,2,2,1,1,1,4,1,2
1,"LIMA",1,29,3,2,2,54,1,1,1,50,7,1,1,1,2,2,2,2,1,1,4,1,2
1,"LIMA",1,31,3,1,15,66,2,2,3,2000,0,2,3,1,2,2,2,2,1,1,3,2,2
2,"LIMA",1,37,3,2,2,58,1,1,4,1200,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,77,3,2,5,36,1,2,4,550,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,24,3,2,65,70,1,2,2,200,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,25,3,2,45,84,2,2,2,300,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,36,3,1,25,50,2,2,3,480,0,1,3,1,2,2,2,2,1,1,3,2,2
2,"LIMA",2,33,3,2,9,52,2,2,3,460,5,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",2,30,3,2,20,44,1,2,3,462,0,1,3,2,2,2,2,2,1,1,4,2,2
2,"LIMA",1,31,3,1,6,48,1,2,3,1000,0,1,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",1,26,3,2,3,84,1,1,1,50,0,1,3,1,2,2,2,2,1,1,2,2,2
2,"LIMA",2,26,3,2,30,54,1,2,3,545,0,1,3,1,2,2,2,2,1,1,3,2,2
2,"LIMA",1,28,3,2,18,72,2,2,2,250,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,19,3,2,15,50,2,2,3,500,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,21,3,2,4,67,2,2,4,1200,0,2,3,2,2,2,2,2,1,1,3,2,2
2,"LIMA",1,23,3,2,30,45,2,2,2,300,0,2,3,2,2,2,2,2,1,1,3,1,2
2,"LIMA",2,31,3,2,20,55,2,2,3,465,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,26,3,1,5,56,2,2,4,1200,0,2,3,1,2,2,2,2,1,1,4,3,2
4,"LIMA",2,27,3,2,2,40,2,2,2,150,50,1,3,1,2,2,2,2,1,1,3,1,1
4,"LIMA",2,24,3,1,25,82,2,1,3,1300,0,1,3,1,2,2,2,2,1,1,4,3,2
4,"LIMA",1,29,3,2,7,66,1,2,1,50,15,1,3,1,2,2,2,2,1,2,3,2,2
4,"LIMA",1,24,3,2,8,91,2,2,4,1039,273,1,3,2,2,2,2,2,1,2,7,1,2
